mag_id	mag_len	has_crispr	sample_id	domain	phylum	class	order	family	genus	species	perc_abun
TLL31_bin.60	3303453	1	TLL31	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Blautia_A	Blautia_A sp900542045	0.2997220722405405
TLL31_bin.62	3430583	0	TLL31	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides uniformis	0.4968662773478528
TLL31_bin.64	4741680	1	TLL31	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Tannerellaceae	Parabacteroides	Parabacteroides distasonis	0.5266921182414838
TLL31_bin.69	2803691	0	TLL31	Bacteria	Firmicutes_A	Clostridia_A	Christensenellales	CAG-74	Firm-11	Firm-11 sp900540045	0.2386210701026242
TLL31_bin.73	1743744	0	TLL31	Bacteria	Firmicutes_C	Negativicutes	Acidaminococcales	Acidaminococcaceae	Phascolarctobacterium_A	Phascolarctobacterium_A	0.2525257370306437
TLL31_bin.75	1339314	0	TLL31	Bacteria	Firmicutes_A	Clostridia_A	Christensenellales	QALW01	UMGS1338	UMGS1338 sp900550805	0.3692237233272329
TLL31_bin.8	2536642	0	TLL31	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	Alistipes putredinis	1.3060218956991057
TLL31_bin.81	3070312	1	TLL31	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Coprococcus_A	Coprococcus_A catus	0.3996912380749775
TLL31_bin.84	2172127	0	TLL31	Bacteria	Firmicutes	Bacilli	Erysipelotrichales	Erysipelotrichaceae	Faecalitalea	Faecalitalea cylindroides	0.675454342780359
TLL31_bin.85	2363213	0	TLL31	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Ruminococcaceae	UBA1394	UBA1394 sp900538575	0.4531256858985447
TLL31_bin.9	2230600	0	TLL31	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Acutalibacteraceae	Ruminococcus_E	Ruminococcus_E bromii_B	11.894062898632525
TLL31_bin.90	2088847	0	TLL31	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Oscillospiraceae	CAG-83	CAG-83 sp900552725	0.4868148851284104
TLL31_bin.93	2115867	1	TLL31	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Ruminococcaceae	Faecalibacterium	Faecalibacterium sp900539945	0.7074663025824648
TLL31_bin.94	2416778	1	TLL31	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Ruminococcaceae	Gemmiger	Gemmiger qucibialis	2.379839659131128
TLL31_bin.99	3020765	0	TLL31	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Agathobacter	Agathobacter rectalis	3.952159261020052
TLL32_bin.14	2801291	1	TLL32	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Ruminococcaceae	Gemmiger	Gemmiger formicilis	14.47192387490484
TLL32_bin.15	1481361	0	TLL32	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Anaerostipes	Anaerostipes hadrus	3.6160525974392015
TLL32_bin.16	2948361	0	TLL32	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Sellimonas	Sellimonas intestinalis	0.3854674112076613
TLL32_bin.19	2455215	0	TLL32	Bacteria	Actinobacteriota	Actinomycetia	Actinomycetales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium longum	11.524293062752138
TLL32_bin.23	1595408	1	TLL32	Bacteria	Actinobacteriota	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Collinsella	Collinsella sp900548365	1.8687052841689549
TLL32_bin.24	2344326	0	TLL32	Bacteria	Firmicutes_C	Negativicutes	Acidaminococcales	Acidaminococcaceae	Phascolarctobacterium	Phascolarctobacterium faecium	0.6429816151712892
TLL32_bin.25	2869950	1	TLL32	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Blautia_A	Blautia_A sp000433815	0.4876283375147223
TLL32_bin.28	3451218	1	TLL32	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Enterocloster	Enterocloster sp900541315	0.4380856970975365
TLL32_bin.31	1510992	0	TLL32	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Succinivibrionaceae	Succinivibrio	Succinivibrio sp900552905	0.3879636378994511
TLL32_bin.35	2683584	0	TLL32	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Ruminococcus_B	Ruminococcus_B gnavus	2.826644737713588
TLL32_bin.37	3520598	0	TLL32	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Klebsiella	Klebsiella quasipneumoniae	0.2544458237859517
TLL32_bin.38	2739169	0	TLL32	Bacteria	Firmicutes	Bacilli	Erysipelotrichales	Erysipelatoclostridiaceae	Erysipelatoclostridium	Erysipelatoclostridium ramosum	0.1885898762454352
TLL32_bin.39	2297534	1	TLL32	Bacteria	Firmicutes_A	Clostridia	Peptostreptococcales	Peptostreptococcaceae	Clostridium_U	Clostridium_U hiranonis	0.9843390182564432
TLL32_bin.40	4911672	0	TLL32	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Phocaeicola	Phocaeicola dorei	0.9173491850700488
TLL32_bin.45	2550176	1	TLL32	Bacteria	Firmicutes_C	Negativicutes	Acidaminococcales	Acidaminococcaceae	Acidaminococcus	Acidaminococcus provencensis	1.9497418405867093
TLL32_bin.51	1849164	0	TLL32	Bacteria	Actinobacteriota	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Collinsella	Collinsella	0.4167305122650596
TLL32_bin.52	1346968	0	TLL32	Bacteria	Firmicutes_C	Negativicutes	Veillonellales	Megasphaeraceae	Megasphaera	Megasphaera sp000417505	13.076991661921053
TLL32_bin.53	1333903	1	TLL32	Bacteria	Actinobacteriota	Actinomycetia	Actinomycetales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium adolescentis	41.93544335926469
TLL32_bin.54	2267289	1	TLL32	Bacteria	Firmicutes_C	Negativicutes	Selenomonadales	Selenomonadaceae	Mitsuokella	Mitsuokella multacida	2.859018186692395
TLL32_bin.6	2483819	1	TLL32	Bacteria	Desulfobacterota	Desulfovibrionia	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio	Desulfovibrio sp900319575	0.4145485987647144
TLL32_bin.9	2422630	0	TLL32	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Mediterraneibacter	Mediterraneibacter torques	0.3530556812781195
TLL33_bin.1	2146104	1	TLL33	Bacteria	Firmicutes_C	Negativicutes	Acidaminococcales	Acidaminococcaceae	Acidaminococcus	Acidaminococcus intestini	12.194478640266382
TLL33_bin.10	5212127	1	TLL33	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Enterocloster	Enterocloster bolteae	0.7679827281895821
TLL33_bin.12	3251791	0	TLL33	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Oscillospiraceae	Flavonifractor	Flavonifractor plautii	0.6823935956127268
TLL33_bin.2	3138667	0	TLL33	Bacteria	Actinobacteriota	Coriobacteriia	Coriobacteriales	Eggerthellaceae	Eggerthella	Eggerthella lenta	2.1097114488680213
TLL33_bin.20	2120013	0	TLL33	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Faecalimonas	Faecalimonas umbilicata	1.8863652476478296
TLL33_bin.22	4530949	1	TLL33	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Tannerellaceae	Parabacteroides	Parabacteroides distasonis	1.107960874021669
TLL33_bin.26	2231764	1	TLL33	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Faecalimonas	Faecalimonas nexilis	0.4133409220810945
TLL33_bin.28	2195058	1	TLL33	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Ruminococcaceae	Faecalibacterium	Faecalibacterium prausnitzii_G	7.517625516651844
TLL33_bin.29	1576219	0	TLL33	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Acutalibacteraceae	Acutalibacter	Acutalibacter sp000432995	0.2857719468611346
TLL33_bin.3	3140283	1	TLL33	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Anaerostipes	Anaerostipes caccae	1.624226070852886
TLL33_bin.30	1615318	0	TLL33	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Butyricicoccaceae	Agathobaculum	Agathobaculum	0.325671238009436
TLL33_bin.34	2249696	1	TLL33	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus gallolyticus	4.705154677000401
TLL33_bin.42	1594045	0	TLL33	Bacteria	Actinobacteriota	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	An7	An7	0.4188612019784759
TLL33_bin.43	3345152	1	TLL33	Bacteria	Firmicutes	Bacilli	Erysipelotrichales	Erysipelotrichaceae	Longicatena	Longicatena innocuum	0.2733516343029724
TLL33_bin.47	5840421	0	TLL33	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides thetaiotaomicron	0.4929704083237584
TLL33_bin.48	2469563	0	TLL33	Bacteria	Actinobacteriota	Coriobacteriia	Coriobacteriales	Eggerthellaceae	Slackia_A	Slackia_A equolifaciens	0.439175423956256
TLL33_bin.49	3471817	1	TLL33	Bacteria	Desulfobacterota	Desulfovibrionia	Desulfovibrionales	Desulfovibrionaceae	Bilophila	Bilophila wadsworthia	0.6578018215443613
TLL33_bin.5	2022247	1	TLL33	Bacteria	Firmicutes_C	Negativicutes	Acidaminococcales	Acidaminococcaceae	Phascolarctobacterium	Phascolarctobacterium faecium	1.961191420438694
TLL33_bin.53	3491743	1	TLL33	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli_D	0.265547256012364
TLL33_bin.57	2897248	0	TLL33	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Dorea	Dorea longicatena	0.9980165642691636
TLL33_bin.60	2810022	1	TLL33	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Blautia	Blautia sp900541955	0.2821664200506371
TLL33_bin.62	2400707	1	TLL33	Bacteria	Fusobacteriota	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium_A	Fusobacterium_A mortiferum	0.4920028623336724
TLL33_bin.63	5247357	1	TLL33	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Enterocloster	Enterocloster aldenensis	0.4691084580340577
TLL33_bin.64	4291739	0	TLL33	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides uniformis	7.785656068163019
TLL33_bin.65	2051077	1	TLL33	Bacteria	Firmicutes_C	Negativicutes	Veillonellales	Veillonellaceae	Veillonella_A	Veillonella_A magna	0.4137479454899657
TLL33_bin.66	4722148	0	TLL33	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Phocaeicola	Phocaeicola vulgatus	8.288366862695685
TLL33_bin.67	1928822	0	TLL33	Bacteria	Actinobacteriota	Coriobacteriia	Coriobacteriales	Eggerthellaceae	UMGS1293	UMGS1293	0.3571802211279991
TLL33_bin.68	3283148	1	TLL33	Bacteria	Firmicutes	Bacilli	Erysipelotrichales	Erysipelatoclostridiaceae	Erysipelatoclostridium	Erysipelatoclostridium ramosum	0.4683054056510896
TLL33_bin.7	1968656	1	TLL33	Bacteria	Actinobacteriota	Coriobacteriia	Coriobacteriales	Eggerthellaceae	CAG-1427	CAG-1427 sp000435475	1.5170384653321338
TLL33_bin.77	1066993	0	TLL33	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	CAG-274	CAG-274	CAG-274 sp900545305	1.4162300671148005
TLL33_bin.79	2195409	0	TLL33	Bacteria	Actinobacteriota	Actinomycetia	Actinomycetales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium longum	10.643346777536886
TLL33_bin.8	1794676	0	TLL33	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus	0.2298084864087138
TLL33_bin.80	1923892	1	TLL33	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Limosilactobacillus	Limosilactobacillus mucosae	0.3578066098489821
TLL33_bin.82	2766972	0	TLL33	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Ruminococcus_B	Ruminococcus_B gnavus	11.621825273122695
TLL33_bin.84	2712612	0	TLL33	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides stercoris	7.817488730958192
TLL33_bin.86	2143921	0	TLL33	Bacteria	Actinobacteriota	Actinomycetia	Actinomycetales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium bifidum	8.712322709242413
TLL34_bin.10	1873146	0	TLL34	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus salivarius	0.385749897003887
TLL34_bin.15	4781293	1	TLL34	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Enterocloster	Enterocloster bolteae	0.379798352522617
TLL34_bin.16	2577971	0	TLL34	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Blautia_A	Blautia_A sp003471165	1.013627785272093
TLL34_bin.2	2222957	0	TLL34	Bacteria	Actinobacteriota	Actinomycetia	Actinomycetales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium bifidum	2.7900609409151804
TLL34_bin.21	3341656	0	TLL34	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides stercoris	7.919930984875578
TLL34_bin.27	2066444	0	TLL34	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Butyricicoccaceae	Agathobaculum	Agathobaculum	0.3773531384744854
TLL34_bin.3	1749647	0	TLL34	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Ruminococcaceae	Ruminococcus_C	Ruminococcus_C sp000433635	2.9723939201951763
TLL34_bin.30	3611191	1	TLL34	Bacteria	Desulfobacterota	Desulfovibrionia	Desulfovibrionales	Desulfovibrionaceae	Bilophila	Bilophila wadsworthia	0.6059905786453357
TLL34_bin.32	2143553	1	TLL34	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Acutalibacteraceae	Ruminococcus_E	Ruminococcus_E bromii_B	4.163392105526191
TLL34_bin.37	2478080	0	TLL34	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Oscillospiraceae	Lawsonibacter	Lawsonibacter sp900545895	0.3995070252955999
TLL34_bin.4	1389249	0	TLL34	Bacteria	Actinobacteriota	Actinomycetia	Actinomycetales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium longum	4.31363649699066
TLL34_bin.45	5689333	0	TLL34	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides thetaiotaomicron	0.4625942525172679
TLL34_bin.47	2542565	0	TLL34	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Ruminococcaceae	Faecalibacterium	Faecalibacterium prausnitzii_D	13.409904001416548
TLL34_bin.5	1570755	0	TLL34	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Ruminococcus_B	Ruminococcus_B gnavus	2.828138700665227
TLL34_bin.50	2629932	1	TLL34	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Ruminococcaceae	Ruminococcus_D	Ruminococcus_D bicirculans	2.511633924633169
TLL34_bin.51	1434892	0	TLL34	Bacteria	Actinobacteriota	Coriobacteriia	Coriobacteriales	Eggerthellaceae	Senegalimassilia	Senegalimassilia anaerobia	0.3092021257331391
TLL34_bin.53	2152927	1	TLL34	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus pasteurianus	2.210686246138734
TLL34_bin.56	4640671	0	TLL34	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Klebsiella	Klebsiella pneumoniae	0.504908529626211
TLL34_bin.57	2049399	0	TLL34	Bacteria	Actinobacteriota	Actinomycetia	Actinomycetales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium adolescentis	11.192673790524871
TLL34_bin.58	2928956	1	TLL34	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Anaerostipes	Anaerostipes caccae	0.3324788874057347
TLL34_bin.59	2547376	0	TLL34	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Sellimonas	Sellimonas	1.184024041379088
TLL34_bin.6	1951441	0	TLL34	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Acutalibacteraceae	CAG-217	CAG-217 sp000436335	1.2857949304403231
TLL34_bin.62	1815654	0	TLL34	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Dorea	Dorea faecis	0.2292478746577269
TLL34_bin.64	1699128	0	TLL34	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Oscillospiraceae	Evtepia	Evtepia sp900546255	0.3062189474413178
TLL34_bin.65	3183655	0	TLL34	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Enterocloster	Enterocloster sp900538485	0.7978569849613294
TLL34_bin.66	4236373	0	TLL34	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Tannerellaceae	Parabacteroides	Parabacteroides distasonis	0.4620364590548686
TLL34_bin.68	3150447	1	TLL34	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Blautia	Blautia sp000436935	1.8390374618022207
TLL34_bin.7	685786	0	TLL34	Bacteria	Firmicutes_C	Negativicutes	Veillonellales	Dialisteraceae	Dialister	Dialister sp900343095	2.2574864246571624
TLL34_bin.72	2730419	0	TLL34	Bacteria	Actinobacteriota	Coriobacteriia	Coriobacteriales	Eggerthellaceae	Adlercreutzia	Adlercreutzia equolifaciens	0.6429675254701364
TLL34_bin.74	2310359	1	TLL34	Bacteria	Firmicutes_C	Negativicutes	Veillonellales	Megasphaeraceae	Megasphaera	Megasphaera sp000417505	7.898030123701289
TLL34_bin.75	2705603	1	TLL34	Bacteria	Firmicutes	Bacilli	Erysipelotrichales	Erysipelotrichaceae	Longicatena	Longicatena innocuum	0.2182128600589895
TLL34_bin.77	2731849	0	TLL34	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Blautia_A	Blautia_A massiliensis	8.160275351240207
TLL34_bin.8	2826786	1	TLL34	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Dorea	Dorea sp900543315	0.6203771402840952
TLL34_bin.9	3101575	1	TLL34	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Agathobacter	Agathobacter faecis	15.014772190473536
TLL35_bin.1	2117237	1	TLL35	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Acutalibacteraceae	Ruminococcus_E	Ruminococcus_E sp900314705	5.835541317055052
TLL35_bin.11	1751531	0	TLL35	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Ruminococcaceae	UBA1394	UBA1394 sp900066845	0.3764966734632045
TLL35_bin.13	2840088	1	TLL35	Bacteria	Firmicutes_A	Clostridia	Monoglobales_A	UBA1381	CAG-41	CAG-41 sp900066215	0.8805968109685239
TLL35_bin.14	2597950	1	TLL35	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Eubacterium_G	Eubacterium_G	0.2947821153290975
TLL35_bin.15	4553669	1	TLL35	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Anaerobutyricum	Anaerobutyricum hallii_A	0.5477965343205443
TLL35_bin.16	2306333	0	TLL35	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Sellimonas	Sellimonas intestinalis	0.3635259790275639
TLL35_bin.2	1909529	1	TLL35	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Acutalibacteraceae	CAG-217	CAG-217 sp000436335	1.3097987651492335
TLL35_bin.20	1314970	0	TLL35	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Mediterraneibacter	Mediterraneibacter lactaris	0.7652309475722531
TLL35_bin.22	4574882	1	TLL35	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli_D	7.634958657222912
TLL35_bin.23	3100433	1	TLL35	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Roseburia	Roseburia intestinalis	0.593738480957368
TLL35_bin.24	2575039	0	TLL35	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Fusicatenibacter	Fusicatenibacter saccharivorans	0.5433788634623613
TLL35_bin.27	3436700	0	TLL35	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Tannerellaceae	Parabacteroides	Parabacteroides merdae	0.5556008990462533
TLL35_bin.29	2382197	0	TLL35	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	GCA-900066135	GCA-900066135 sp900543575	0.3444063739800843
TLL35_bin.30	1300152	0	TLL35	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Oscillospiraceae	ER4	ER4 sp000765235	0.3784428675435631
TLL35_bin.32	1484279	0	TLL35	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	UBA11774	UBA11774 sp003507655	0.304919817561869
TLL35_bin.34	3403550	1	TLL35	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Blautia_A	Blautia_A wexlerae	11.509936286595217
TLL35_bin.35	1784263	0	TLL35	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Oscillospiraceae	Evtepia	Evtepia gabavorous	0.4849827385469992
TLL35_bin.36	2382483	0	TLL35	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Verrucomicrobiales	Akkermansiaceae	Akkermansia	Akkermansia muciniphila	0.4256431905949173
TLL35_bin.37	3119819	1	TLL35	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Roseburia	Roseburia hominis	0.6347502657606091
TLL35_bin.38	2781215	1	TLL35	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Coprococcus_A	Coprococcus_A catus	0.5039249724305364
TLL35_bin.40	2124003	1	TLL35	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Ruminococcaceae	Faecalibacterium	Faecalibacterium prausnitzii_G	1.5882768134478846
TLL35_bin.41	1603042	0	TLL35	Bacteria	Actinobacteriota	Coriobacteriia	Coriobacteriales	Atopobiaceae	UMGS1418	UMGS1418 sp900551595	0.4244791176234051
TLL35_bin.42	2831171	0	TLL35	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Blautia_A	Blautia_A sp900066165	1.867935773916424
TLL35_bin.43	1902199	0	TLL35	Bacteria	Actinobacteriota	Coriobacteriia	Coriobacteriales	Eggerthellaceae	Adlercreutzia	Adlercreutzia	0.3157404225899794
TLL35_bin.44	4276736	0	TLL35	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides uniformis	2.946634809789785
TLL35_bin.47	3134540	1	TLL35	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Tannerellaceae	Parabacteroides	Parabacteroides distasonis	0.3527144014717924
TLL35_bin.48	2223941	0	TLL35	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Eubacterium_F	Eubacterium_F sp003491505	0.400183354651957
TLL35_bin.5	2242129	0	TLL35	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	Alistipes putredinis	2.0013535006819723
TLL35_bin.51	1611375	0	TLL35	Bacteria	Actinobacteriota	Coriobacteriia	Coriobacteriales	QAMH01	QAMH01	QAMH01 sp900544245	0.4854754403401924
TLL35_bin.56	1100881	0	TLL35	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Oscillospiraceae	CAG-83	CAG-83 sp000431575	0.3405852354882408
TLL35_bin.57	1821187	0	TLL35	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	Alistipes shahii	0.3534942715619388
TLL35_bin.59	2384096	1	TLL35	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Blautia_A	Blautia_A sp900066335	1.00681496442382
TLL35_bin.6	2923331	0	TLL35	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Anaerostipes	Anaerostipes hadrus	2.717457120719016
TLL35_bin.60	2370481	1	TLL35	Bacteria	Actinobacteriota	Actinomycetia	Actinomycetales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium adolescentis	16.796776252405554
TLL35_bin.63	2175428	0	TLL35	Bacteria	Firmicutes_C	Negativicutes	Acidaminococcales	Acidaminococcaceae	Phascolarctobacterium	Phascolarctobacterium faecium	0.7466040680277622
TLL35_bin.65	2096197	0	TLL35	Bacteria	Firmicutes_C	Negativicutes	Acidaminococcales	Acidaminococcaceae	Acidaminococcus	Acidaminococcus intestini	0.6102852199479213
TLL35_bin.66	1535087	1	TLL35	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Ruminococcaceae	Faecalibacterium	Faecalibacterium prausnitzii_J	2.723617334215611
TLL35_bin.67	2235261	0	TLL35	Bacteria	Actinobacteriota	Actinomycetia	Actinomycetales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium longum	1.2462790456929191
TLL35_bin.73	1602694	1	TLL35	Bacteria	Actinobacteriota	Coriobacteriia	Coriobacteriales	Eggerthellaceae	CAG-1427	CAG-1427 sp000435675	0.6959974114993284
TLL35_bin.76	2369925	0	TLL35	Bacteria	Desulfobacterota	Desulfovibrionia	Desulfovibrionales	Desulfovibrionaceae	Bilophila	Bilophila wadsworthia	0.3379921027979123
TLL35_bin.77	3974833	1	TLL35	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Dorea	Dorea	0.3531751060721432
TLL35_bin.78	3160107	1	TLL35	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Agathobacter	Agathobacter faecis	9.604596100348193
TLL35_bin.79	2575578	1	TLL35	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Ruminococcaceae	Ruminococcus_D	Ruminococcus_D bicirculans	1.384480706101805
TLL35_bin.81	1703315	0	TLL35	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Oscillospiraceae	CAG-103	CAG-103 sp000432375	0.5968302354365613
TLL35_bin.82	3701353	1	TLL35	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Roseburia	Roseburia inulinivorans	6.682692762012231
TLL35_bin.84	1287158	0	TLL35	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Anaerotignaceae	Anaerotignum	Anaerotignum sp000436415	0.3235411911037014
TLL35_bin.86	2133745	0	TLL35	Bacteria	Actinobacteriota	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Collinsella	Collinsella sp003469185	7.128291122954958
TLL35_bin.87	2625365	0	TLL35	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Acetatifactor	Acetatifactor sp900066365	0.9975995735916476
TLL35_bin.9	2485033	0	TLL35	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Butyricicoccaceae	Agathobaculum	Agathobaculum butyriciproducens	0.6816439844971887
