vir_id	vir_len	sample_id	contig_id	start_bp	end_bp	contig_len	mag_id
TLL2_k99_57470	20565	TLL2	k99_57470	1	20565	20565	
TLL2_k99_158623	5968	TLL2	k99_158623	1	5968	5968	
TLL2_k99_16554	6735	TLL2	k99_16554	1	6735	6735	
TLL2_k99_21956	5103	TLL2	k99_21956	1	5103	5103	
TLL2_k99_79550	9156	TLL2	k99_79550	1	9156	9156	
TLL2_k99_106304	6453	TLL2	k99_106304	1	6453	6453	
TLL2_k99_24873	10998	TLL2	k99_24873	1	10998	10998	
TLL2_k99_174582	5380	TLL2	k99_174582	1	5380	5380	
TLL2_k99_339211	24015	TLL2	k99_339211	1	24015	24015	
TLL2_k99_153645	20890	TLL2	k99_153645	1	20890	20890	
TLL2_k99_146951	14452	TLL2	k99_146951	1	14452	14452	
TLL2_k99_305220	8499	TLL2	k99_305220	1	8499	8499	
TLL2_k99_163840_provirus_3_17524	17522	TLL2	k99_163840	3	17524	24089	
TLL2_k99_97261	10266	TLL2	k99_97261	1	10266	10266	
TLL2_k99_104616	22721	TLL2	k99_104616	1	22721	22721	
TLL2_k99_77696_provirus_4395_12913	8519	TLL2	k99_77696	4395	12913	12915	
TLL2_k99_110349	5274	TLL2	k99_110349	1	5274	5274	
TLL2_k99_242890	6402	TLL2	k99_242890	1	6402	6402	
TLL2_k99_44722	9754	TLL2	k99_44722	1	9754	9754	
TLL2_k99_88130	9660	TLL2	k99_88130	1	9660	9660	
TLL2_k99_27431	9119	TLL2	k99_27431	1	9119	9119	
TLL2_k99_141465_provirus_4017_10665	6649	TLL2	k99_141465	4017	10665	10675	
TLL2_k99_111563	12854	TLL2	k99_111563	1	12854	12854	
TLL2_k99_65618	10329	TLL2	k99_65618	1	10329	10329	
TLL2_k99_70723	11095	TLL2	k99_70723	1	11095	11095	
TLL2_k99_9229	11217	TLL2	k99_9229	1	11217	11217	
TLL2_k99_12102	7335	TLL2	k99_12102	1	7335	7335	
TLL2_k99_80286	5886	TLL2	k99_80286	1	5886	5886	
TLL2_k99_325321	10353	TLL2	k99_325321	1	10353	10353	
TLL2_k99_145055	6921	TLL2	k99_145055	1	6921	6921	
TLL2_k99_108216	5330	TLL2	k99_108216	1	5330	5330	
TLL2_k99_109389	5323	TLL2	k99_109389	1	5323	5323	
TLL2_k99_91812	7031	TLL2	k99_91812	1	7031	7031	
TLL2_k99_169169	6114	TLL2	k99_169169	1	6114	6114	
TLL2_k99_175671	9850	TLL2	k99_175671	1	9850	9850	
TLL2_k99_1679	9851	TLL2	k99_1679	1	9851	9851	
TLL2_k99_323203	9442	TLL2	k99_323203	1	9442	9442	
TLL2_k99_53929	16196	TLL2	k99_53929	1	16196	16196	
TLL2_k99_48363_provirus_1_9154	9154	TLL2	k99_48363	1	9154	39683	
TLL2_k99_175107	5036	TLL2	k99_175107	1	5036	5036	
TLL2_k99_96197	5947	TLL2	k99_96197	1	5947	5947	
TLL2_k99_350386	8778	TLL2	k99_350386	1	8778	8778	
TLL2_k99_74584	13077	TLL2	k99_74584	1	13077	13077	
TLL2_k99_379161_provirus_1_6613	6613	TLL2	k99_379161	1	6613	20028	
TLL2_k99_212294	16309	TLL2	k99_212294	1	16309	16309	
TLL2_k99_67517	12743	TLL2	k99_67517	1	12743	12743	
TLL2_k99_80306	6986	TLL2	k99_80306	1	6986	6986	
TLL2_k99_109265	10520	TLL2	k99_109265	1	10520	10520	
TLL2_k99_350728	9858	TLL2	k99_350728	1	9858	9858	
TLL2_k99_39065	11764	TLL2	k99_39065	1	11764	11764	
TLL2_k99_22213	6087	TLL2	k99_22213	1	6087	6087	
TLL2_k99_94060	9072	TLL2	k99_94060	1	9072	9072	
TLL2_k99_114160_provirus_14281_41538	27258	TLL2	k99_114160	14281	41538	42064	
TLL2_k99_456738	7921	TLL2	k99_456738	1	7921	7921	
TLL2_k99_81065	11762	TLL2	k99_81065	1	11762	11762	
TLL2_k99_24280	7237	TLL2	k99_24280	1	7237	7237	
TLL2_k99_156046	13875	TLL2	k99_156046	1	13875	13875	
TLL2_k99_166321	5157	TLL2	k99_166321	1	5157	5157	
TLL2_k99_131706	5056	TLL2	k99_131706	1	5056	5056	
TLL2_k99_364987	10774	TLL2	k99_364987	1	10774	10774	
TLL2_k99_19407	7089	TLL2	k99_19407	1	7089	7089	
TLL2_k99_53221	10223	TLL2	k99_53221	1	10223	10223	
TLL2_k99_55299	5658	TLL2	k99_55299	1	5658	5658	
TLL2_k99_75984	11946	TLL2	k99_75984	1	11946	11946	
TLL2_k99_197763	5122	TLL2	k99_197763	1	5122	5122	
TLL2_k99_15407	7721	TLL2	k99_15407	1	7721	7721	
TLL2_k99_36662	5338	TLL2	k99_36662	1	5338	5338	
TLL2_k99_80923	9970	TLL2	k99_80923	1	9970	9970	
TLL2_k99_149024	7836	TLL2	k99_149024	1	7836	7836	
TLL2_k99_164435	13292	TLL2	k99_164435	1	13292	13292	
TLL2_k99_195811	11865	TLL2	k99_195811	1	11865	11865	
TLL2_k99_230388_provirus_1_5631	5631	TLL2	k99_230388	1	5631	22987	
TLL2_k99_62921	8027	TLL2	k99_62921	1	8027	8027	
TLL2_k99_7723	11310	TLL2	k99_7723	1	11310	11310	
TLL2_k99_253094	5520	TLL2	k99_253094	1	5520	5520	
TLL2_k99_384770	12964	TLL2	k99_384770	1	12964	12964	
TLL2_k99_6651	14243	TLL2	k99_6651	1	14243	14243	
TLL2_k99_61617	8367	TLL2	k99_61617	1	8367	8367	
TLL2_k99_272427	5016	TLL2	k99_272427	1	5016	5016	
TLL2_k99_22143	5492	TLL2	k99_22143	1	5492	5492	
TLL2_k99_84824	6646	TLL2	k99_84824	1	6646	6646	
TLL2_k99_59559	5775	TLL2	k99_59559	1	5775	5775	
TLL2_k99_222332	14579	TLL2	k99_222332	1	14579	14579	
TLL2_k99_62731	5218	TLL2	k99_62731	1	5218	5218	
TLL2_k99_183685	6293	TLL2	k99_183685	1	6293	6293	
TLL2_k99_175350	5930	TLL2	k99_175350	1	5930	5930	
TLL2_k99_77892	7220	TLL2	k99_77892	1	7220	7220	
TLL3_k99_186794	7572	TLL3	k99_186794	1	7572	7572	
TLL3_k99_7330	12535	TLL3	k99_7330	1	12535	12535	
TLL3_k99_23163	11736	TLL3	k99_23163	1	11736	11736	
TLL3_k99_63155	12127	TLL3	k99_63155	1	12127	12127	
TLL3_k99_48120	25832	TLL3	k99_48120	1	25832	25832	
TLL3_k99_48292	22590	TLL3	k99_48292	1	22590	22590	
TLL3_k99_26023	11557	TLL3	k99_26023	1	11557	11557	
TLL3_k99_131028	5776	TLL3	k99_131028	1	5776	5776	
TLL3_k99_308574	16037	TLL3	k99_308574	1	16037	16037	
TLL3_k99_325312	13697	TLL3	k99_325312	1	13697	13697	
TLL3_k99_156256	10667	TLL3	k99_156256	1	10667	10667	
TLL3_k99_90514	30167	TLL3	k99_90514	1	30167	30167	
TLL3_k99_7653	6384	TLL3	k99_7653	1	6384	6384	
TLL3_k99_60133	7725	TLL3	k99_60133	1	7725	7725	
TLL3_k99_109724	17042	TLL3	k99_109724	1	17042	17042	
TLL3_k99_240569	5654	TLL3	k99_240569	1	5654	5654	
TLL3_k99_203874	9603	TLL3	k99_203874	1	9603	9603	
TLL3_k99_324185	25747	TLL3	k99_324185	1	25747	25747	
TLL3_k99_51317_provirus_3_18462	18460	TLL3	k99_51317	3	18462	29111	
TLL3_k99_71399	9637	TLL3	k99_71399	1	9637	9637	
TLL3_k99_133366	16235	TLL3	k99_133366	1	16235	16235	
TLL3_k99_335436	20925	TLL3	k99_335436	1	20925	20925	
TLL3_k99_208913	10016	TLL3	k99_208913	1	10016	10016	
TLL3_k99_211056	9919	TLL3	k99_211056	1	9919	9919	
TLL3_k99_187699	6043	TLL3	k99_187699	1	6043	6043	
TLL3_k99_109527	18565	TLL3	k99_109527	1	18565	18565	
TLL3_k99_193391	11521	TLL3	k99_193391	1	11521	11521	
TLL3_k99_140695	5091	TLL3	k99_140695	1	5091	5091	
TLL3_k99_108408	5720	TLL3	k99_108408	1	5720	5720	
TLL3_k99_170596	7423	TLL3	k99_170596	1	7423	7423	
TLL3_k99_129615	14068	TLL3	k99_129615	1	14068	14068	
TLL3_k99_139763	6327	TLL3	k99_139763	1	6327	6327	
TLL3_k99_327486	6697	TLL3	k99_327486	1	6697	6697	
TLL3_k99_204343	8970	TLL3	k99_204343	1	8970	8970	
TLL3_k99_153491	6299	TLL3	k99_153491	1	6299	6299	
TLL3_k99_115780	7790	TLL3	k99_115780	1	7790	7790	
TLL3_k99_385926	14205	TLL3	k99_385926	1	14205	14205	
TLL3_k99_81008	6666	TLL3	k99_81008	1	6666	6666	
TLL3_k99_68894	6136	TLL3	k99_68894	1	6136	6136	
TLL3_k99_264942	12761	TLL3	k99_264942	1	12761	12761	
TLL3_k99_58349	13694	TLL3	k99_58349	1	13694	13694	
TLL3_k99_354239	9250	TLL3	k99_354239	1	9250	9250	
TLL3_k99_151275	7367	TLL3	k99_151275	1	7367	7367	
TLL3_k99_60415	5328	TLL3	k99_60415	1	5328	5328	
TLL3_k99_29562	10735	TLL3	k99_29562	1	10735	10735	
TLL3_k99_353916	6730	TLL3	k99_353916	1	6730	6730	
TLL3_k99_64097_provirus_2478_16110	13633	TLL3	k99_64097	2478	16110	16267	
TLL3_k99_5630	23328	TLL3	k99_5630	1	23328	23328	
TLL3_k99_144788	25782	TLL3	k99_144788	1	25782	25782	
TLL3_k99_77599	7457	TLL3	k99_77599	1	7457	7457	
TLL3_k99_62147	5392	TLL3	k99_62147	1	5392	5392	
TLL3_k99_395470	12882	TLL3	k99_395470	1	12882	12882	
TLL3_k99_140762	7379	TLL3	k99_140762	1	7379	7379	
TLL3_k99_32645	8368	TLL3	k99_32645	1	8368	8368	
TLL3_k99_50397	12400	TLL3	k99_50397	1	12400	12400	
TLL3_k99_76439	6899	TLL3	k99_76439	1	6899	6899	
TLL3_k99_148041	21754	TLL3	k99_148041	1	21754	21754	
TLL3_k99_3430	5877	TLL3	k99_3430	1	5877	5877	
TLL3_k99_3960	6560	TLL3	k99_3960	1	6560	6560	
TLL3_k99_53462	8230	TLL3	k99_53462	1	8230	8230	
TLL3_k99_26818	6490	TLL3	k99_26818	1	6490	6490	
TLL3_k99_180613	12962	TLL3	k99_180613	1	12962	12962	
TLL3_k99_229054	17549	TLL3	k99_229054	1	17549	17549	
TLL3_k99_206226	6015	TLL3	k99_206226	1	6015	6015	
TLL3_k99_21766	14455	TLL3	k99_21766	1	14455	14455	
TLL3_k99_108937	10255	TLL3	k99_108937	1	10255	10255	
TLL3_k99_219933	6566	TLL3	k99_219933	1	6566	6566	
TLL3_k99_234337	19778	TLL3	k99_234337	1	19778	19778	
TLL3_k99_33037	10325	TLL3	k99_33037	1	10325	10325	
TLL3_k99_47138	9816	TLL3	k99_47138	1	9816	9816	
TLL3_k99_9734	6071	TLL3	k99_9734	1	6071	6071	
TLL3_k99_40251	16849	TLL3	k99_40251	1	16849	16849	
TLL3_k99_379041	8082	TLL3	k99_379041	1	8082	8082	
TLL3_k99_255958	5314	TLL3	k99_255958	1	5314	5314	
TLL3_k99_109376	6559	TLL3	k99_109376	1	6559	6559	
TLL3_k99_3026	5470	TLL3	k99_3026	1	5470	5470	
TLL3_k99_27400	23279	TLL3	k99_27400	1	23279	23279	
TLL3_k99_200046	24157	TLL3	k99_200046	1	24157	24157	
TLL3_k99_137424	5816	TLL3	k99_137424	1	5816	5816	
TLL3_k99_101958	7275	TLL3	k99_101958	1	7275	7275	
TLL3_k99_83565	15987	TLL3	k99_83565	1	15987	15987	
TLL3_k99_20797	5217	TLL3	k99_20797	1	5217	5217	
TLL3_k99_113654	6697	TLL3	k99_113654	1	6697	6697	
TLL3_k99_175241	26547	TLL3	k99_175241	1	26547	26547	
TLL3_k99_233308	20048	TLL3	k99_233308	1	20048	20048	
TLL3_k99_116249	7868	TLL3	k99_116249	1	7868	7868	
TLL3_k99_285876	21313	TLL3	k99_285876	1	21313	21313	
TLL3_k99_177083	5684	TLL3	k99_177083	1	5684	5684	
TLL3_k99_167442	5826	TLL3	k99_167442	1	5826	5826	
TLL3_k99_295575	5626	TLL3	k99_295575	1	5626	5626	
TLL3_k99_209426	8044	TLL3	k99_209426	1	8044	8044	
TLL3_k99_422089	5820	TLL3	k99_422089	1	5820	5820	
TLL3_k99_242934	7042	TLL3	k99_242934	1	7042	7042	
TLL3_k99_55465	20237	TLL3	k99_55465	1	20237	20237	
TLL3_k99_224337	9814	TLL3	k99_224337	1	9814	9814	
TLL3_k99_194900	9486	TLL3	k99_194900	1	9486	9486	
TLL3_k99_219309	6520	TLL3	k99_219309	1	6520	6520	
TLL3_k99_29206	17164	TLL3	k99_29206	1	17164	17164	
TLL3_k99_34101	5585	TLL3	k99_34101	1	5585	5585	
TLL3_k99_213028	5449	TLL3	k99_213028	1	5449	5449	
TLL3_k99_96394	6454	TLL3	k99_96394	1	6454	6454	
TLL3_k99_209968	16648	TLL3	k99_209968	1	16648	16648	
TLL3_k99_238281	9090	TLL3	k99_238281	1	9090	9090	
TLL3_k99_19537	13271	TLL3	k99_19537	1	13271	13271	
TLL3_k99_13472	28022	TLL3	k99_13472	1	28022	28022	
TLL3_k99_235653	5680	TLL3	k99_235653	1	5680	5680	
TLL3_k99_242534	11470	TLL3	k99_242534	1	11470	11470	
TLL3_k99_69859_provirus_3_12770	12768	TLL3	k99_69859	3	12770	28047	
TLL3_k99_157954	6585	TLL3	k99_157954	1	6585	6585	
TLL3_k99_11733	7947	TLL3	k99_11733	1	7947	7947	
TLL3_k99_94042	34698	TLL3	k99_94042	1	34698	34698	
TLL3_k99_295149	6710	TLL3	k99_295149	1	6710	6710	
TLL3_k99_31434	19952	TLL3	k99_31434	1	19952	19952	
TLL3_k99_210960	9002	TLL3	k99_210960	1	9002	9002	
TLL3_k99_51866	6890	TLL3	k99_51866	1	6890	6890	
TLL3_k99_65240	8106	TLL3	k99_65240	1	8106	8106	
TLL3_k99_48770	7345	TLL3	k99_48770	1	7345	7345	
TLL3_k99_73775	6962	TLL3	k99_73775	1	6962	6962	
TLL3_k99_276686	8205	TLL3	k99_276686	1	8205	8205	
TLL3_k99_213936	5969	TLL3	k99_213936	1	5969	5969	
TLL3_k99_55445	9864	TLL3	k99_55445	1	9864	9864	
TLL3_k99_16366	10072	TLL3	k99_16366	1	10072	10072	
TLL3_k99_96835	5382	TLL3	k99_96835	1	5382	5382	
TLL3_k99_164947	31520	TLL3	k99_164947	1	31520	31520	
TLL3_k99_209264	7603	TLL3	k99_209264	1	7603	7603	
TLL3_k99_183298	7971	TLL3	k99_183298	1	7971	7971	
TLL3_k99_34773	8863	TLL3	k99_34773	1	8863	8863	
TLL3_k99_33315	8798	TLL3	k99_33315	1	8798	8798	
TLL3_k99_16614	12681	TLL3	k99_16614	1	12681	12681	
TLL3_k99_33503	23037	TLL3	k99_33503	1	23037	23037	
TLL3_k99_95310	6204	TLL3	k99_95310	1	6204	6204	
TLL3_k99_227124	8191	TLL3	k99_227124	1	8191	8191	
TLL3_k99_145445	5917	TLL3	k99_145445	1	5917	5917	
TLL3_k99_314247	10874	TLL3	k99_314247	1	10874	10874	
TLL3_k99_91186	17136	TLL3	k99_91186	1	17136	17136	
TLL3_k99_268244	13167	TLL3	k99_268244	1	13167	13167	
TLL3_k99_277931	27870	TLL3	k99_277931	1	27870	27870	
TLL3_k99_47720	5112	TLL3	k99_47720	1	5112	5112	
TLL3_k99_72450	8504	TLL3	k99_72450	1	8504	8504	
TLL3_k99_173339	5492	TLL3	k99_173339	1	5492	5492	
TLL3_k99_228031	10946	TLL3	k99_228031	1	10946	10946	
TLL3_k99_182858	19472	TLL3	k99_182858	1	19472	19472	
TLL3_k99_53180	8525	TLL3	k99_53180	1	8525	8525	
TLL3_k99_38410	12491	TLL3	k99_38410	1	12491	12491	
TLL3_k99_52783	12331	TLL3	k99_52783	1	12331	12331	
TLL3_k99_334458_provirus_284_6752	6469	TLL3	k99_334458	284	6752	13924	
TLL3_k99_255514	7628	TLL3	k99_255514	1	7628	7628	
TLL3_k99_114457	13294	TLL3	k99_114457	1	13294	13294	
TLL3_k99_323347	25926	TLL3	k99_323347	1	25926	25926	
TLL3_k99_28332	13444	TLL3	k99_28332	1	13444	13444	
TLL3_k99_188830	6653	TLL3	k99_188830	1	6653	6653	
TLL3_k99_144778	7577	TLL3	k99_144778	1	7577	7577	
TLL3_k99_268413	7778	TLL3	k99_268413	1	7778	7778	
TLL3_k99_20262	8405	TLL3	k99_20262	1	8405	8405	
TLL3_k99_94954	6188	TLL3	k99_94954	1	6188	6188	
TLL3_k99_123110_provirus_6576_16365	9790	TLL3	k99_123110	6576	16365	16366	
TLL3_k99_200427_provirus_10899_24130	13232	TLL3	k99_200427	10899	24130	24130	
TLL3_k99_134286	6917	TLL3	k99_134286	1	6917	6917	
TLL3_k99_289126	6825	TLL3	k99_289126	1	6825	6825	
TLL3_k99_106436	12409	TLL3	k99_106436	1	12409	12409	
TLL3_k99_287285	14737	TLL3	k99_287285	1	14737	14737	
TLL3_k99_137945	5324	TLL3	k99_137945	1	5324	5324	
TLL3_k99_155772	14629	TLL3	k99_155772	1	14629	14629	
TLL3_k99_248881	8719	TLL3	k99_248881	1	8719	8719	
TLL3_k99_56669	29550	TLL3	k99_56669	1	29550	29550	
TLL3_k99_59033	11495	TLL3	k99_59033	1	11495	11495	
TLL3_k99_25934_provirus_2_8295	8294	TLL3	k99_25934	2	8295	14952	
TLL3_k99_24783	5945	TLL3	k99_24783	1	5945	5945	
TLL3_k99_75300	24926	TLL3	k99_75300	1	24926	24926	
TLL3_k99_47071	5093	TLL3	k99_47071	1	5093	5093	
TLL3_k99_348725	5237	TLL3	k99_348725	1	5237	5237	
TLL3_k99_116595	5400	TLL3	k99_116595	1	5400	5400	
TLL3_k99_82284	5003	TLL3	k99_82284	1	5003	5003	
TLL3_k99_282367	21791	TLL3	k99_282367	1	21791	21791	
TLL3_k99_54119	6509	TLL3	k99_54119	1	6509	6509	
TLL3_k99_170993	20590	TLL3	k99_170993	1	20590	20590	
TLL3_k99_9832_provirus_35504_67847	32344	TLL3	k99_9832	35504	67847	67848	
TLL3_k99_91104	21539	TLL3	k99_91104	1	21539	21539	
TLL3_k99_42019	15236	TLL3	k99_42019	1	15236	15236	
TLL3_k99_228549	5546	TLL3	k99_228549	1	5546	5546	
TLL3_k99_153793	7792	TLL3	k99_153793	1	7792	7792	
TLL3_k99_16079_provirus_12305_46377	34073	TLL3	k99_16079	12305	46377	46378	
TLL3_k99_15509_provirus_33966_44142	10177	TLL3	k99_15509	33966	44142	44142	
TLL3_k99_104220	5519	TLL3	k99_104220	1	5519	5519	
TLL3_k99_123174	28696	TLL3	k99_123174	1	28696	28696	
TLL3_k99_109631	5152	TLL3	k99_109631	1	5152	5152	
TLL3_k99_240622	7285	TLL3	k99_240622	1	7285	7285	
TLL3_k99_43327	5928	TLL3	k99_43327	1	5928	5928	
TLL3_k99_15842	8674	TLL3	k99_15842	1	8674	8674	
TLL3_k99_309623	31681	TLL3	k99_309623	1	31681	31681	
TLL3_k99_64389	5822	TLL3	k99_64389	1	5822	5822	
TLL3_k99_81764	8763	TLL3	k99_81764	1	8763	8763	
TLL3_k99_174252	5668	TLL3	k99_174252	1	5668	5668	
TLL3_k99_60896	6905	TLL3	k99_60896	1	6905	6905	
TLL3_k99_38839	6976	TLL3	k99_38839	1	6976	6976	
TLL3_k99_231476	5268	TLL3	k99_231476	1	5268	5268	
TLL3_k99_12612	5931	TLL3	k99_12612	1	5931	5931	
TLL3_k99_14597	5153	TLL3	k99_14597	1	5153	5153	
TLL3_k99_179872	5632	TLL3	k99_179872	1	5632	5632	
TLL3_k99_958	10120	TLL3	k99_958	1	10120	10120	
TLL3_k99_22157	5345	TLL3	k99_22157	1	5345	5345	
TLL3_k99_40496	10536	TLL3	k99_40496	1	10536	10536	
TLL3_k99_42884	9186	TLL3	k99_42884	1	9186	9186	
TLL3_k99_78900	5273	TLL3	k99_78900	1	5273	5273	
TLL3_k99_70677	9418	TLL3	k99_70677	1	9418	9418	
TLL3_k99_128320	7622	TLL3	k99_128320	1	7622	7622	
TLL3_k99_300881	6708	TLL3	k99_300881	1	6708	6708	
TLL3_k99_239416	6026	TLL3	k99_239416	1	6026	6026	
TLL3_k99_59343	5342	TLL3	k99_59343	1	5342	5342	
TLL3_k99_298653	5074	TLL3	k99_298653	1	5074	5074	
TLL3_k99_93946	15796	TLL3	k99_93946	1	15796	15796	
TLL3_k99_150776	5125	TLL3	k99_150776	1	5125	5125	
TLL3_k99_13295	15670	TLL3	k99_13295	1	15670	15670	
TLL3_k99_151408_provirus_3975_11692	7718	TLL3	k99_151408	3975	11692	11692	
TLL3_k99_269869	8496	TLL3	k99_269869	1	8496	8496	
TLL3_k99_25095	5781	TLL3	k99_25095	1	5781	5781	
TLL3_k99_116787	9442	TLL3	k99_116787	1	9442	9442	
TLL3_k99_109140	39113	TLL3	k99_109140	1	39113	39113	
TLL3_k99_102007_provirus_12356_37313	24958	TLL3	k99_102007	12356	37313	37314	
TLL3_k99_26434_provirus_6042_15560	9519	TLL3	k99_26434	6042	15560	15586	
TLL3_k99_225956	6493	TLL3	k99_225956	1	6493	6493	
TLL3_k99_407236	5340	TLL3	k99_407236	1	5340	5340	
TLL3_k99_85521	8730	TLL3	k99_85521	1	8730	8730	
TLL3_k99_97869	5025	TLL3	k99_97869	1	5025	5025	
TLL3_k99_81163	5603	TLL3	k99_81163	1	5603	5603	
TLL3_k99_108585	9843	TLL3	k99_108585	1	9843	9843	
TLL3_k99_38724	20419	TLL3	k99_38724	1	20419	20419	
TLL3_k99_220632	5557	TLL3	k99_220632	1	5557	5557	
TLL3_k99_410642	12111	TLL3	k99_410642	1	12111	12111	
TLL3_k99_17108	7747	TLL3	k99_17108	1	7747	7747	
TLL3_k99_181516_provirus_1_10114	10114	TLL3	k99_181516	1	10114	40813	
TLL3_k99_339395	13965	TLL3	k99_339395	1	13965	13965	
TLL3_k99_125239	6678	TLL3	k99_125239	1	6678	6678	
TLL3_k99_185799	5011	TLL3	k99_185799	1	5011	5011	
TLL3_k99_335034	6575	TLL3	k99_335034	1	6575	6575	
TLL3_k99_131576_provirus_13463_42032	28570	TLL3	k99_131576	13463	42032	42033	
TLL3_k99_355548	6169	TLL3	k99_355548	1	6169	6169	
TLL3_k99_17140	5741	TLL3	k99_17140	1	5741	5741	
TLL3_k99_332800	8175	TLL3	k99_332800	1	8175	8175	
TLL3_k99_186246	14525	TLL3	k99_186246	1	14525	14525	
TLL3_k99_133728	12102	TLL3	k99_133728	1	12102	12102	
TLL3_k99_39333	13874	TLL3	k99_39333	1	13874	13874	
TLL3_k99_47147	16814	TLL3	k99_47147	1	16814	16814	
TLL3_k99_130391	7098	TLL3	k99_130391	1	7098	7098	
TLL3_k99_400043	14302	TLL3	k99_400043	1	14302	14302	
TLL3_k99_207008_provirus_1_21142	21142	TLL3	k99_207008	1	21142	28464	
TLL3_k99_117248	14999	TLL3	k99_117248	1	14999	14999	
TLL3_k99_11497	5402	TLL3	k99_11497	1	5402	5402	
TLL3_k99_208526	5032	TLL3	k99_208526	1	5032	5032	
TLL3_k99_236453	6888	TLL3	k99_236453	1	6888	6888	
TLL3_k99_371077	6374	TLL3	k99_371077	1	6374	6374	
TLL3_k99_19450	6552	TLL3	k99_19450	1	6552	6552	
TLL3_k99_168775	11254	TLL3	k99_168775	1	11254	11254	
TLL3_k99_53498	13473	TLL3	k99_53498	1	13473	13473	
TLL3_k99_84260	8411	TLL3	k99_84260	1	8411	8411	
TLL3_k99_156752	11874	TLL3	k99_156752	1	11874	11874	
TLL3_k99_117197	9829	TLL3	k99_117197	1	9829	9829	
TLL3_k99_95364	5901	TLL3	k99_95364	1	5901	5901	
TLL3_k99_108539	8055	TLL3	k99_108539	1	8055	8055	
TLL3_k99_23156	15117	TLL3	k99_23156	1	15117	15117	
TLL3_k99_10306	6152	TLL3	k99_10306	1	6152	6152	
TLL3_k99_96485	8447	TLL3	k99_96485	1	8447	8447	
TLL3_k99_242685	10285	TLL3	k99_242685	1	10285	10285	
TLL3_k99_172746	6196	TLL3	k99_172746	1	6196	6196	
TLL3_k99_24365	9911	TLL3	k99_24365	1	9911	9911	
TLL3_k99_182418	15723	TLL3	k99_182418	1	15723	15723	
TLL3_k99_119076_provirus_1_10006	10006	TLL3	k99_119076	1	10006	14309	
TLL3_k99_51846	16161	TLL3	k99_51846	1	16161	16161	
TLL3_k99_108129	11619	TLL3	k99_108129	1	11619	11619	
TLL3_k99_69480	15672	TLL3	k99_69480	1	15672	15672	
TLL3_k99_18206	24442	TLL3	k99_18206	1	24442	24442	
TLL3_k99_93806	17875	TLL3	k99_93806	1	17875	17875	
TLL3_k99_294206	14870	TLL3	k99_294206	1	14870	14870	
TLL3_k99_295538	5041	TLL3	k99_295538	1	5041	5041	
TLL3_k99_19467	7177	TLL3	k99_19467	1	7177	7177	
TLL3_k99_176402	9916	TLL3	k99_176402	1	9916	9916	
TLL3_k99_121917	5398	TLL3	k99_121917	1	5398	5398	
TLL3_k99_333777	8370	TLL3	k99_333777	1	8370	8370	
TLL3_k99_177255	6260	TLL3	k99_177255	1	6260	6260	
TLL3_k99_31237	8110	TLL3	k99_31237	1	8110	8110	
TLL3_k99_32064	7054	TLL3	k99_32064	1	7054	7054	
TLL3_k99_182098_provirus_7813_22510	14698	TLL3	k99_182098	7813	22510	22512	
TLL3_k99_78291	7469	TLL3	k99_78291	1	7469	7469	
TLL3_k99_220328	5560	TLL3	k99_220328	1	5560	5560	
TLL3_k99_232366	8113	TLL3	k99_232366	1	8113	8113	
TLL3_k99_130925	22938	TLL3	k99_130925	1	22938	22938	
TLL3_k99_29949	7461	TLL3	k99_29949	1	7461	7461	
TLL3_k99_71646	5704	TLL3	k99_71646	1	5704	5704	
TLL3_k99_66033	12406	TLL3	k99_66033	1	12406	12406	
TLL3_k99_44551	7383	TLL3	k99_44551	1	7383	7383	
TLL3_k99_11454	5082	TLL3	k99_11454	1	5082	5082	
TLL3_k99_220824	10161	TLL3	k99_220824	1	10161	10161	
TLL3_k99_16602	5308	TLL3	k99_16602	1	5308	5308	
TLL3_k99_245358	5348	TLL3	k99_245358	1	5348	5348	
TLL3_k99_81830	5000	TLL3	k99_81830	1	5000	5000	
TLL3_k99_85214_provirus_10613_50824	40212	TLL3	k99_85214	10613	50824	50824	
TLL3_k99_357706	5451	TLL3	k99_357706	1	5451	5451	
TLL3_k99_64986	9276	TLL3	k99_64986	1	9276	9276	
TLL3_k99_107126	11630	TLL3	k99_107126	1	11630	11630	
TLL3_k99_75164	6943	TLL3	k99_75164	1	6943	6943	
TLL3_k99_153025	6330	TLL3	k99_153025	1	6330	6330	
TLL3_k99_155102	15715	TLL3	k99_155102	1	15715	15715	
TLL3_k99_53516	5723	TLL3	k99_53516	1	5723	5723	
TLL3_k99_184224	14981	TLL3	k99_184224	1	14981	14981	
TLL4_k99_128622	7789	TLL4	k99_128622	1	7789	7789	
TLL4_k99_66478	13775	TLL4	k99_66478	1	13775	13775	
TLL4_k99_71779	13269	TLL4	k99_71779	1	13269	13269	
TLL4_k99_6883	17583	TLL4	k99_6883	1	17583	17583	
TLL4_k99_26697	5681	TLL4	k99_26697	1	5681	5681	
TLL4_k99_117740	19690	TLL4	k99_117740	1	19690	19690	
TLL4_k99_172314	7058	TLL4	k99_172314	1	7058	7058	
TLL4_k99_118389	7544	TLL4	k99_118389	1	7544	7544	
TLL4_k99_240576	7639	TLL4	k99_240576	1	7639	7639	
TLL4_k99_116885	5947	TLL4	k99_116885	1	5947	5947	
TLL4_k99_135271	9922	TLL4	k99_135271	1	9922	9922	
