contig_id	contig_length	provirus	proviral_length	gene_count	viral_genes	host_genes	checkv_quality	miuvig_quality	completeness	completeness_method	contamination	kmer_freq	warnings
TLL57_k99_234448	12113	No	NA	23	3	1	Low-quality	Genome-fragment	31.39	AAI-based (high-confidence)	0.0	1.0	
TLL57_k99_238779	5161	No	NA	10	6	0	Low-quality	Genome-fragment	11.54	AAI-based (high-confidence)	0.0	1.0	
TLL57_k99_239033	5918	No	NA	7	1	0	Low-quality	Genome-fragment	4.01	AAI-based (high-confidence)	0.0	1.0	
TLL57_k99_264954	7204	No	NA	13	0	2	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
TLL57_k99_266316	5787	Yes	4118	6	3	1	Low-quality	Genome-fragment	4.63	AAI-based (high-confidence)	28.84	1.0	
TLL57_k99_273733	9089	No	NA	7	0	2	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
TLL57_k99_275714	7735	No	NA	11	1	1	Low-quality	Genome-fragment	14.14	AAI-based (high-confidence)	0.0	1.0	
TLL57_k99_277298	12088	No	NA	11	2	0	Low-quality	Genome-fragment	23.77	AAI-based (medium-confidence)	0.0	1.0	
TLL57_k99_284230	5241	No	NA	12	11	0	Low-quality	Genome-fragment	9.46	AAI-based (high-confidence)	0.0	1.0	
TLL57_k99_288927	10091	Yes	8559	9	7	1	Low-quality	Genome-fragment	26.85	AAI-based (high-confidence)	15.18	1.0	
TLL57_k99_294033	10313	No	NA	15	8	0	Low-quality	Genome-fragment	29.45	AAI-based (high-confidence)	0.0	1.0	
TLL57_k99_295798	7459	No	NA	12	9	0	Low-quality	Genome-fragment	14.84	AAI-based (high-confidence)	0.0	1.0	
TLL57_k99_299473	6785	Yes	3733	9	2	2	Low-quality	Genome-fragment	9.15	AAI-based (medium-confidence)	44.98	1.0	
TLL57_k99_305524	7031	No	NA	11	0	2	Low-quality	Genome-fragment	4.77	AAI-based (high-confidence)	0.0	1.0	no viral genes detected
TLL57_k99_306399	26902	No	NA	39	30	0	Medium-quality	Genome-fragment	84.8	AAI-based (high-confidence)	0.0	1.0	
TLL57_k99_310858	5287	No	NA	5	4	0	Low-quality	Genome-fragment	16.39	AAI-based (high-confidence)	0.0	1.0	
TLL57_k99_312711	5921	Yes	4433	10	3	1	Low-quality	Genome-fragment	8.96	AAI-based (high-confidence)	25.13	1.0	
TLL57_k99_313542	5383	No	NA	12	2	0	Low-quality	Genome-fragment	9.17	AAI-based (high-confidence)	0.0	1.0	
TLL57_k99_316721	15161	No	NA	21	8	1	Low-quality	Genome-fragment	33.0	AAI-based (high-confidence)	0.0	1.0	
TLL57_k99_326470	5098	No	NA	10	1	0	Low-quality	Genome-fragment	13.19	AAI-based (high-confidence)	0.0	1.0	
TLL57_k99_330108	23004	No	NA	27	21	1	Low-quality	Genome-fragment	49.05	AAI-based (high-confidence)	0.0	1.0	
TLL57_k99_346385	6844	No	NA	10	3	0	Low-quality	Genome-fragment	21.27	AAI-based (high-confidence)	0.0	1.0	
TLL57_k99_347129	6471	No	NA	13	1	0	Low-quality	Genome-fragment	17.96	AAI-based (high-confidence)	0.0	1.0	
TLL57_k99_353855	7479	No	NA	13	9	0	Low-quality	Genome-fragment	23.32	AAI-based (high-confidence)	0.0	1.0	
TLL57_k99_359531	5307	No	NA	7	4	0	Low-quality	Genome-fragment	10.57	AAI-based (high-confidence)	0.0	1.0	
TLL57_k99_382873	11561	No	NA	14	6	0	Low-quality	Genome-fragment	30.94	AAI-based (medium-confidence)	0.0	1.0	
TLL57_k99_386587	6761	No	NA	4	0	1	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
TLL57_k99_411196	6672	No	NA	9	7	1	Low-quality	Genome-fragment	14.06	AAI-based (high-confidence)	0.0	1.0	
TLL57_k99_422467	13902	No	NA	24	0	1	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
TLL57_k99_423227	8288	No	NA	8	1	0	Low-quality	Genome-fragment	19.09	AAI-based (high-confidence)	0.0	1.0	
TLL57_k99_424312	10986	No	NA	20	4	0	Low-quality	Genome-fragment	20.22	AAI-based (high-confidence)	0.0	1.0	
TLL57_k99_430948	6714	No	NA	15	0	0	Low-quality	Genome-fragment	7.8	AAI-based (high-confidence)	0.0	1.0	no viral genes detected
TLL57_k99_440589	14947	No	NA	24	4	2	Low-quality	Genome-fragment	21.07	AAI-based (high-confidence)	0.0	1.0	
TLL57_k99_448219	5254	No	NA	3	0	1	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
TLL57_k99_458784	5208	No	NA	2	0	0	Low-quality	Genome-fragment	3.62	AAI-based (high-confidence)	0.0	1.0	no viral genes detected
TLL57_k99_459421	5204	No	NA	9	4	0	Low-quality	Genome-fragment	8.74	AAI-based (high-confidence)	0.0	1.0	
TLL57_k99_459497	5004	No	NA	7	2	0	Low-quality	Genome-fragment	9.96	AAI-based (high-confidence)	0.0	1.0	
TLL57_k99_464417	11034	No	NA	19	2	0	Low-quality	Genome-fragment	21.98	HMM-based (lower-bound)	0.0	1.0	
TLL57_k99_464933	7802	No	NA	17	3	0	Low-quality	Genome-fragment	18.51	AAI-based (high-confidence)	0.0	1.02	
TLL57_k99_479580	6998	No	NA	14	4	0	Low-quality	Genome-fragment	13.01	AAI-based (high-confidence)	0.0	1.0	
TLL57_k99_275154_provirus_21381_64837	43457	Yes	36587	59	23	3	High-quality	High-quality	100.0	AAI-based (high-confidence)	15.81	1.0	
TLL57_k99_173229_provirus_1_15249	15249	No	NA	17	1	1	Low-quality	Genome-fragment	27.09	AAI-based (high-confidence)	0.0	1.0	
TLL57_k99_194932_provirus_1_31937	31937	No	NA	52	30	1	Medium-quality	Genome-fragment	68.2	AAI-based (medium-confidence)	0.0	1.0	
TLL57_k99_232485_provirus_17117_36593	19477	No	NA	23	15	0	Low-quality	Genome-fragment	33.26	AAI-based (high-confidence)	0.0	1.0	
TLL57_k99_148314_provirus_6192_21250	15059	No	NA	21	0	5	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
TLL58_k99_3521	5972	No	NA	11	3	0	Low-quality	Genome-fragment	10.75	AAI-based (high-confidence)	0.0	1.0	
TLL58_k99_13377	6203	No	NA	8	0	2	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
TLL58_k99_62287	5334	No	NA	7	2	0	Low-quality	Genome-fragment	11.32	AAI-based (high-confidence)	0.0	1.0	
TLL58_k99_80038	11481	No	NA	10	0	2	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
TLL58_k99_96040	5318	No	NA	6	0	0	Low-quality	Genome-fragment	5.2	AAI-based (medium-confidence)	0.0	1.0	no viral genes detected
TLL58_k99_98396	10320	No	NA	12	2	0	Low-quality	Genome-fragment	21.89	AAI-based (high-confidence)	0.0	1.0	
TLL58_k99_198719	22111	No	NA	29	3	1	Low-quality	Genome-fragment	35.46	AAI-based (high-confidence)	0.0	1.0	
TLL58_k99_204605	8466	No	NA	13	7	0	Low-quality	Genome-fragment	14.18	AAI-based (high-confidence)	0.0	1.0	
TLL58_k99_228584	9861	No	NA	9	0	4	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
TLL58_k99_37390	38989	No	NA	43	0	20	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
TLL58_k99_52475	9800	No	NA	14	0	3	Not-determined	Genome-fragment	NA	NA	0.0	1.01	no viral genes detected; low-confidence DTR
TLL58_k99_65762	7603	No	NA	14	4	0	Low-quality	Genome-fragment	16.34	AAI-based (high-confidence)	0.0	1.0	
TLL58_k99_184713	5282	No	NA	12	3	0	Low-quality	Genome-fragment	9.46	AAI-based (high-confidence)	0.0	1.0	
TLL58_k99_4901	10197	No	NA	17	0	2	Low-quality	Genome-fragment	14.74	AAI-based (high-confidence)	0.0	1.0	no viral genes detected
TLL58_k99_10459	5085	No	NA	7	1	0	Low-quality	Genome-fragment	3.36	AAI-based (high-confidence)	0.0	1.0	
TLL58_k99_15762	13248	Yes	7139	21	3	4	Low-quality	Genome-fragment	7.57	HMM-based (lower-bound)	46.11	1.0	
TLL58_k99_47018	6326	No	NA	5	0	1	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
TLL58_k99_175188	13845	No	NA	18	7	0	Low-quality	Genome-fragment	30.29	AAI-based (high-confidence)	0.0	1.0	
TLL58_k99_178373	5302	No	NA	7	4	0	Low-quality	Genome-fragment	12.73	AAI-based (high-confidence)	0.0	1.0	
TLL58_k99_183981	7890	No	NA	13	1	1	Low-quality	Genome-fragment	22.59	AAI-based (medium-confidence)	0.0	1.0	
TLL58_k99_6856	7544	No	NA	11	0	0	Low-quality	Genome-fragment	21.8	AAI-based (high-confidence)	0.0	1.0	no viral genes detected
TLL58_k99_38300	6012	No	NA	5	0	1	Not-determined	Genome-fragment	NA	NA	0.0	1.02	no viral genes detected
TLL58_k99_57656	13284	No	NA	26	11	0	Low-quality	Genome-fragment	34.15	AAI-based (high-confidence)	0.0	1.0	
TLL58_k99_84843	14330	No	NA	30	8	0	Low-quality	Genome-fragment	41.41	AAI-based (high-confidence)	0.0	1.0	
TLL58_k99_97017	18931	Yes	18537	25	8	3	Low-quality	Genome-fragment	48.84	AAI-based (high-confidence)	2.08	1.0	
TLL58_k99_195547	17354	No	NA	29	1	5	Low-quality	Genome-fragment	34.76	HMM-based (lower-bound)	0.0	1.0	
TLL58_k99_2974	7238	No	NA	10	0	0	Low-quality	Genome-fragment	12.28	AAI-based (high-confidence)	0.0	1.0	no viral genes detected
TLL58_k99_82607	5214	No	NA	8	0	0	Low-quality	Genome-fragment	11.92	AAI-based (high-confidence)	0.0	1.0	no viral genes detected
TLL58_k99_106616	6882	No	NA	7	0	2	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
TLL58_k99_179375	5338	No	NA	10	0	2	Low-quality	Genome-fragment	8.53	AAI-based (high-confidence)	0.0	1.0	no viral genes detected
TLL58_k99_11185	6706	No	NA	17	0	0	Low-quality	Genome-fragment	4.0	AAI-based (high-confidence)	0.0	1.0	no viral genes detected
TLL58_k99_26090	13095	No	NA	30	1	0	Low-quality	Genome-fragment	7.8	AAI-based (high-confidence)	0.0	1.0	
TLL58_k99_26870	5630	No	NA	13	1	0	Low-quality	Genome-fragment	3.36	AAI-based (high-confidence)	0.0	1.0	
TLL58_k99_57609	17803	No	NA	22	9	0	Low-quality	Genome-fragment	10.75	AAI-based (high-confidence)	0.0	1.0	
TLL58_k99_85601	8944	No	NA	9	0	0	Low-quality	Genome-fragment	5.18	AAI-based (high-confidence)	0.0	1.0	no viral genes detected
TLL58_k99_91098	12193	No	NA	13	1	1	Low-quality	Genome-fragment	7.54	AAI-based (high-confidence)	0.0	1.0	
TLL58_k99_93753	6778	No	NA	9	4	0	Low-quality	Genome-fragment	4.09	AAI-based (high-confidence)	0.0	1.0	
TLL58_k99_94846	10252	No	NA	11	0	3	Low-quality	Genome-fragment	6.12	AAI-based (high-confidence)	0.0	1.0	no viral genes detected
TLL58_k99_112199	9568	No	NA	21	4	0	Low-quality	Genome-fragment	5.65	AAI-based (high-confidence)	0.0	1.0	
TLL58_k99_163970	9671	No	NA	18	0	0	Low-quality	Genome-fragment	5.57	AAI-based (high-confidence)	0.0	1.0	no viral genes detected
TLL58_k99_219645	10939	No	NA	6	2	0	Low-quality	Genome-fragment	6.53	AAI-based (high-confidence)	0.0	1.0	
TLL58_k99_228833	9035	Yes	3986	13	2	4	Low-quality	Genome-fragment	2.46	AAI-based (high-confidence)	55.88	1.0	
TLL58_k99_229424	5871	No	NA	14	0	0	Low-quality	Genome-fragment	3.49	AAI-based (high-confidence)	0.0	1.0	no viral genes detected
TLL58_k99_46442	7339	No	NA	9	0	2	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
TLL58_k99_30538	10900	No	NA	5	0	0	Low-quality	Genome-fragment	17.11	AAI-based (medium-confidence)	0.0	1.0	no viral genes detected
TLL58_k99_171413	6000	No	NA	10	2	0	Low-quality	Genome-fragment	16.56	AAI-based (high-confidence)	0.0	1.0	
TLL58_k99_7081	11141	No	NA	19	8	0	Low-quality	Genome-fragment	23.09	AAI-based (high-confidence)	0.0	1.0	
TLL58_k99_11490	5568	No	NA	5	0	0	Low-quality	Genome-fragment	9.75	AAI-based (medium-confidence)	0.0	1.0	no viral genes detected
TLL58_k99_19288	22953	No	NA	33	14	1	Medium-quality	Genome-fragment	64.64	AAI-based (medium-confidence)	0.0	1.0	
TLL58_k99_19379	6100	No	NA	8	2	0	Low-quality	Genome-fragment	14.95	AAI-based (high-confidence)	0.0	1.0	
TLL58_k99_21113	9717	No	NA	13	7	0	Low-quality	Genome-fragment	23.42	AAI-based (high-confidence)	0.0	1.0	
TLL58_k99_33497	11262	No	NA	23	3	0	Low-quality	Genome-fragment	18.92	HMM-based (lower-bound)	0.0	1.0	
TLL58_k99_92108	10063	No	NA	14	6	1	Low-quality	Genome-fragment	24.62	AAI-based (high-confidence)	0.0	1.0	
TLL58_k99_147810	7991	No	NA	14	5	0	Low-quality	Genome-fragment	20.44	AAI-based (high-confidence)	0.0	1.0	
TLL58_k99_196088	10485	No	NA	23	1	0	Low-quality	Genome-fragment	22.14	HMM-based (lower-bound)	0.0	1.0	
TLL58_k99_215650	7761	No	NA	12	1	4	Low-quality	Genome-fragment	20.44	AAI-based (high-confidence)	0.0	1.0	
TLL58_k99_25077	10622	No	NA	16	1	2	Low-quality	Genome-fragment	21.58	AAI-based (high-confidence)	0.0	1.0	
TLL58_k99_58461	10969	No	NA	20	3	0	Low-quality	Genome-fragment	24.23	AAI-based (medium-confidence)	0.0	1.0	
TLL58_k99_131352	8041	Yes	3715	11	3	4	Low-quality	Genome-fragment	9.74	AAI-based (high-confidence)	53.8	1.0	
TLL58_k99_64881	5385	No	NA	3	0	0	Low-quality	Genome-fragment	12.26	AAI-based (medium-confidence)	0.0	1.0	no viral genes detected
TLL58_k99_151851	5119	No	NA	7	0	2	Low-quality	Genome-fragment	2.09	AAI-based (medium-confidence)	0.0	1.0	no viral genes detected
TLL58_k99_60639	5692	No	NA	9	5	0	Low-quality	Genome-fragment	12.03	AAI-based (high-confidence)	0.0	1.0	
TLL58_k99_218866	8767	No	NA	11	6	0	Low-quality	Genome-fragment	18.28	AAI-based (high-confidence)	0.0	1.0	
TLL58_k99_4027	5719	No	NA	10	0	2	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
TLL58_k99_6090	5198	No	NA	15	2	0	Low-quality	Genome-fragment	8.42	AAI-based (high-confidence)	0.0	1.0	
TLL58_k99_10525	13506	No	NA	17	11	0	Low-quality	Genome-fragment	29.99	AAI-based (high-confidence)	0.0	1.0	
TLL58_k99_26121	25276	No	NA	37	14	0	Medium-quality	Genome-fragment	58.63	AAI-based (high-confidence)	0.0	1.0	
TLL58_k99_26316	5875	No	NA	10	0	1	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
TLL58_k99_43283	7688	No	NA	16	3	0	Low-quality	Genome-fragment	12.46	AAI-based (high-confidence)	0.0	1.0	
TLL58_k99_51233	9321	No	NA	12	7	0	Low-quality	Genome-fragment	19.43	AAI-based (high-confidence)	0.0	1.0	
TLL58_k99_70206	5254	No	NA	14	3	0	Low-quality	Genome-fragment	13.61	AAI-based (high-confidence)	0.0	1.0	
TLL58_k99_84791	6181	No	NA	5	0	2	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
TLL58_k99_93044	6195	No	NA	11	0	1	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
TLL58_k99_96087	8717	No	NA	11	0	1	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
TLL58_k99_97958	13497	No	NA	16	6	1	Low-quality	Genome-fragment	27.98	AAI-based (medium-confidence)	0.0	1.0	
TLL58_k99_109339	26262	No	NA	20	4	1	Low-quality	Genome-fragment	23.59	AAI-based (medium-confidence)	0.0	1.0	
TLL58_k99_118536	12646	No	NA	11	3	0	Low-quality	Genome-fragment	26.74	AAI-based (high-confidence)	0.0	1.0	
TLL58_k99_121491	10137	No	NA	11	1	2	Low-quality	Genome-fragment	12.49	HMM-based (lower-bound)	0.0	1.0	
TLL58_k99_131533	5980	No	NA	7	6	0	Low-quality	Genome-fragment	18.84	AAI-based (high-confidence)	0.0	1.0	
TLL58_k99_150508	5029	No	NA	13	0	1	Low-quality	Genome-fragment	9.63	AAI-based (high-confidence)	0.0	1.0	no viral genes detected
TLL58_k99_151101	6681	No	NA	2	0	0	Low-quality	Genome-fragment	6.99	AAI-based (high-confidence)	0.0	1.0	no viral genes detected
TLL58_k99_152933	6161	Yes	4842	7	2	2	Low-quality	Genome-fragment	7.81	AAI-based (high-confidence)	21.41	1.0	
TLL58_k99_161927	7921	No	NA	17	2	0	Low-quality	Genome-fragment	23.11	AAI-based (medium-confidence)	0.0	1.0	
TLL58_k99_167588	11919	No	NA	10	1	0	Low-quality	Genome-fragment	10.91	AAI-based (medium-confidence)	0.0	1.0	
TLL58_k99_174083	8795	No	NA	7	4	0	Low-quality	Genome-fragment	22.68	AAI-based (medium-confidence)	0.0	1.0	
TLL58_k99_177043	11480	No	NA	14	13	0	Low-quality	Genome-fragment	36.16	AAI-based (high-confidence)	0.0	1.0	
TLL58_k99_179498	5192	No	NA	5	3	0	Low-quality	Genome-fragment	11.23	AAI-based (high-confidence)	0.0	1.0	
TLL58_k99_197847	9507	No	NA	24	4	0	Low-quality	Genome-fragment	21.02	AAI-based (high-confidence)	0.0	1.01	
TLL58_k99_213113	5275	No	NA	5	1	0	Low-quality	Genome-fragment	15.24	AAI-based (high-confidence)	0.0	1.0	
TLL58_k99_221296	20638	No	NA	25	14	0	Low-quality	Genome-fragment	43.73	AAI-based (high-confidence)	0.0	1.0	
TLL58_k99_125160_provirus_393_5854	5462	No	NA	8	0	1	Low-quality	Genome-fragment	10.18	AAI-based (medium-confidence)	0.0	1.0	no viral genes detected
TLL58_k99_116935_provirus_12120_21951	9832	No	NA	12	0	3	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
TLL58_k99_41839_provirus_3_9920	9918	No	NA	22	1	0	Low-quality	Genome-fragment	28.3	AAI-based (high-confidence)	0.0	1.0	
TLL59_k99_147304	5775	No	NA	12	0	2	Low-quality	Genome-fragment	26.71	AAI-based (high-confidence)	0.0	1.0	no viral genes detected
TLL59_k99_10282	6980	No	NA	4	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
TLL59_k99_41448	7584	No	NA	11	0	1	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
TLL59_k99_120280	24864	No	NA	43	1	2	Medium-quality	Genome-fragment	56.47	AAI-based (high-confidence)	0.0	1.0	
TLL59_k99_30745	6149	No	NA	12	1	0	Low-quality	Genome-fragment	14.03	AAI-based (high-confidence)	0.0	1.0	
TLL59_k99_49428	9358	Yes	7019	7	2	1	Low-quality	Genome-fragment	4.38	HMM-based (lower-bound)	24.99	1.0	
TLL59_k99_60479	11624	No	NA	22	0	1	Low-quality	Genome-fragment	27.49	AAI-based (high-confidence)	0.0	1.0	no viral genes detected
TLL59_k99_160511	8373	Yes	3339	7	1	3	Low-quality	Genome-fragment	3.96	HMM-based (lower-bound)	60.12	1.0	
TLL59_k99_1902	8523	No	NA	14	10	1	Low-quality	Genome-fragment	16.33	AAI-based (high-confidence)	0.0	1.0	
TLL59_k99_192416	6488	No	NA	15	11	0	Low-quality	Genome-fragment	8.76	HMM-based (lower-bound)	0.0	1.0	
TLL59_k99_9992	9429	No	NA	15	0	3	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
TLL59_k99_81994	6963	No	NA	6	4	0	Low-quality	Genome-fragment	10.12	AAI-based (high-confidence)	0.0	1.0	
TLL59_k99_97781	10976	No	NA	9	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
TLL59_k99_114194	16469	No	NA	22	10	0	Low-quality	Genome-fragment	42.8	AAI-based (high-confidence)	0.0	1.0	
TLL59_k99_98219	12376	No	NA	18	12	0	Low-quality	Genome-fragment	33.85	AAI-based (high-confidence)	0.0	1.0	
TLL59_k99_161350	9210	No	NA	14	2	0	Low-quality	Genome-fragment	14.6	AAI-based (high-confidence)	0.0	1.0	
TLL59_k99_23810	5286	No	NA	4	0	1	Low-quality	Genome-fragment	3.45	AAI-based (medium-confidence)	0.0	1.0	no viral genes detected
TLL59_k99_39964	10076	No	NA	18	4	1	Low-quality	Genome-fragment	15.8	AAI-based (high-confidence)	0.0	1.0	
TLL59_k99_53506	5476	No	NA	13	2	0	Low-quality	Genome-fragment	14.53	AAI-based (high-confidence)	0.0	1.0	
TLL59_k99_175005	17039	No	NA	15	8	0	Low-quality	Genome-fragment	26.96	AAI-based (high-confidence)	0.0	1.0	
TLL59_k99_175587	10082	No	NA	17	6	0	Low-quality	Genome-fragment	15.59	AAI-based (high-confidence)	0.0	1.0	
TLL59_k99_191080	8211	No	NA	11	2	0	Low-quality	Genome-fragment	12.88	AAI-based (high-confidence)	0.0	1.0	
TLL59_k99_29470	7136	Yes	3931	8	1	1	Low-quality	Genome-fragment	10.45	AAI-based (medium-confidence)	44.91	1.0	
TLL59_k99_25300	6242	No	NA	7	0	0	Low-quality	Genome-fragment	15.48	AAI-based (high-confidence)	0.0	1.0	no viral genes detected
TLL59_k99_40111	5004	No	NA	6	4	0	Low-quality	Genome-fragment	10.66	AAI-based (high-confidence)	0.0	1.0	
TLL59_k99_28816	26609	No	NA	34	5	3	Medium-quality	Genome-fragment	63.06	AAI-based (medium-confidence)	0.0	1.0	
TLL59_k99_73286	5710	No	NA	11	0	1	Not-determined	Genome-fragment	NA	NA	0.0	1.01	no viral genes detected
TLL59_k99_7014	6139	No	NA	6	0	0	Low-quality	Genome-fragment	9.15	AAI-based (high-confidence)	0.0	1.0	no viral genes detected
TLL59_k99_37801	10276	No	NA	13	7	0	Low-quality	Genome-fragment	15.32	AAI-based (high-confidence)	0.0	1.0	
TLL59_k99_64480	9051	No	NA	19	3	0	Low-quality	Genome-fragment	13.59	AAI-based (high-confidence)	0.0	1.0	
TLL59_k99_79888	13718	No	NA	22	3	0	Low-quality	Genome-fragment	33.96	AAI-based (high-confidence)	0.0	1.0	
TLL59_k99_82147	5178	No	NA	10	6	0	Low-quality	Genome-fragment	13.59	AAI-based (high-confidence)	0.0	1.0	
TLL59_k99_84875	6013	No	NA	2	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
TLL59_k99_96222	7970	No	NA	14	0	2	Low-quality	Genome-fragment	11.85	AAI-based (high-confidence)	0.0	1.0	no viral genes detected
TLL59_k99_134327	7632	No	NA	13	8	0	Low-quality	Genome-fragment	19.19	AAI-based (high-confidence)	0.0	1.0	
TLL59_k99_12228	9381	No	NA	18	3	0	Low-quality	Genome-fragment	22.08	AAI-based (high-confidence)	0.0	1.0	
TLL59_k99_68920	5183	No	NA	9	4	1	Low-quality	Genome-fragment	7.78	AAI-based (high-confidence)	0.0	1.0	
TLL59_k99_137398	14031	No	NA	13	0	0	Low-quality	Genome-fragment	17.04	AAI-based (high-confidence)	0.0	1.0	no viral genes detected
TLL59_k99_60220	9571	No	NA	13	7	0	Low-quality	Genome-fragment	27.28	AAI-based (medium-confidence)	0.0	1.0	
TLL59_k99_206331	23814	No	NA	25	11	2	Low-quality	Genome-fragment	40.91	AAI-based (medium-confidence)	0.0	1.0	
TLL59_k99_19231	8640	No	NA	14	0	2	Low-quality	Genome-fragment	13.36	AAI-based (high-confidence)	0.0	1.0	no viral genes detected
TLL59_k99_27866	7442	No	NA	9	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
TLL59_k99_92751	7841	No	NA	13	2	1	Low-quality	Genome-fragment	12.11	AAI-based (high-confidence)	0.0	1.0	
TLL59_k99_94439	9974	No	NA	14	1	0	Low-quality	Genome-fragment	19.07	AAI-based (medium-confidence)	0.0	1.0	
TLL59_k99_97655	10068	No	NA	9	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
TLL59_k99_102343	17769	Yes	15157	26	3	2	Low-quality	Genome-fragment	23.59	AAI-based (high-confidence)	14.7	1.0	
TLL59_k99_147861	6729	No	NA	11	0	2	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
TLL59_k99_164977	25488	No	NA	48	8	1	Low-quality	Genome-fragment	35.97	AAI-based (high-confidence)	0.0	1.0	
TLL59_k99_181531	7151	No	NA	8	1	0	Low-quality	Genome-fragment	11.04	AAI-based (high-confidence)	0.0	1.0	
TLL59_k99_18102	10371	No	NA	7	0	0	Low-quality	Genome-fragment	13.42	AAI-based (medium-confidence)	0.0	1.0	no viral genes detected
TLL59_k99_41830	5411	No	NA	4	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
TLL59_k99_136808	7130	No	NA	10	10	0	Low-quality	Genome-fragment	11.48	AAI-based (high-confidence)	0.0	1.0	
TLL59_k99_166349	8041	No	NA	11	2	0	Low-quality	Genome-fragment	13.14	AAI-based (high-confidence)	0.0	1.0	
TLL59_k99_172665	6343	No	NA	10	6	0	Low-quality	Genome-fragment	10.27	AAI-based (high-confidence)	0.0	1.0	
TLL59_k99_196600	12876	No	NA	29	7	0	Low-quality	Genome-fragment	22.28	AAI-based (high-confidence)	0.0	1.01	
TLL59_k99_46576	6279	No	NA	7	3	0	Low-quality	Genome-fragment	9.12	HMM-based (lower-bound)	0.0	1.0	
TLL59_k99_4852	5451	No	NA	5	1	0	Low-quality	Genome-fragment	5.0	HMM-based (lower-bound)	0.0	1.0	
TLL59_k99_14559	13312	No	NA	19	10	0	Low-quality	Genome-fragment	29.31	AAI-based (high-confidence)	0.0	1.0	
TLL59_k99_17600	5887	No	NA	4	4	0	Low-quality	Genome-fragment	10.17	AAI-based (high-confidence)	0.0	1.0	
TLL59_k99_18627	6329	No	NA	8	2	0	Low-quality	Genome-fragment	13.76	AAI-based (high-confidence)	0.0	1.0	
TLL59_k99_21920	8628	No	NA	8	0	1	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
TLL59_k99_22906	8292	Yes	3810	13	2	4	Low-quality	Genome-fragment	8.06	AAI-based (high-confidence)	54.05	1.0	
TLL59_k99_23546	11472	No	NA	19	0	0	Low-quality	Genome-fragment	11.33	AAI-based (medium-confidence)	0.0	1.0	no viral genes detected
TLL59_k99_25183	5409	No	NA	5	1	0	Low-quality	Genome-fragment	5.68	AAI-based (high-confidence)	0.0	1.0	
TLL59_k99_27361	14684	No	NA	24	5	1	Low-quality	Genome-fragment	38.05	AAI-based (high-confidence)	0.0	1.0	
TLL59_k99_32834	5063	No	NA	5	0	0	Low-quality	Genome-fragment	10.43	AAI-based (medium-confidence)	0.0	1.0	no viral genes detected
TLL59_k99_44099	5893	No	NA	9	5	0	Low-quality	Genome-fragment	15.64	AAI-based (high-confidence)	0.0	1.01	
TLL59_k99_44236	6110	No	NA	2	0	2	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
TLL59_k99_46341	11538	No	NA	24	1	0	Low-quality	Genome-fragment	13.9	AAI-based (high-confidence)	0.0	1.0	
TLL59_k99_47038	8384	No	NA	11	4	0	Low-quality	Genome-fragment	17.64	AAI-based (high-confidence)	0.0	1.0	
TLL59_k99_48800	8573	No	NA	21	2	0	Low-quality	Genome-fragment	13.39	AAI-based (high-confidence)	0.0	1.0	
TLL59_k99_52736	15879	No	NA	16	1	0	Low-quality	Genome-fragment	46.64	AAI-based (high-confidence)	0.0	1.0	
