seq_id_hyb	seq_len_hyb	votu95_id	sample_id_hyb	seq_id_sr	seq_len_sr	sample_id_sr	#rname	startpos	endpos	numreads	covbases	coverage	meandepth	meanbaseq	meanmapq
TLL61_opera_contig_151274	24209	hyb_TLL61_opera_contig_151274	61	TLL61_k99_151866	9228	61	TLL61_opera_contig_151274	1	24209	2834	24194	99.938	14.7629	39.8	60.0
TLL61_opera_contig_179	39180	hyb_TLL61_opera_contig_179	61	TLL61_k99_174693	10846	61	TLL61_opera_contig_179	1	39180	28075	31352	80.0204	89.8414	39.9	59.9
TLL61_opera_contig_18	115623	hyb_TLL61_opera_contig_18	61	TLL61_k99_62943	22874	61	TLL61_opera_contig_18	1	115623	22383	99660	86.1939	24.2983	40.0	59.6
TLL61_opera_contig_20_provirus_401_50621	50221	hyb_TLL61_opera_contig_20_provirus_401_50621	61	TLL61_k99_54976_provirus_6292_24791	18500	61	TLL61_opera_contig_20_provirus_401_50621	1	50221	11358	50090	99.7392	29.0879	39.7	60.0
TLL61_opera_contig_20_provirus_79436_103354	23919	hyb_TLL61_opera_contig_20_provirus_79436_103354	61	TLL61_k99_11956	11465	61	TLL61_opera_contig_20_provirus_79436_103354	1	23919	5187	23919	100.0	27.8053	39.7	60.0
TLL61_opera_contig_221	32134	hyb_TLL61_opera_contig_221	61	TLL61_k99_6361	10240	61	TLL61_opera_contig_221	1	32134	3280	28379	88.3146	12.6656	40.0	57.8
TLL61_opera_contig_23_provirus_73327_93731	20405	hyb_TLL61_opera_contig_23_provirus_73327_93731	61	TLL61_k99_72676	6637	61	TLL61_opera_contig_23_provirus_73327_93731	1	20405	6552	20405	100.0	40.6469	39.9	60.0
TLL61_opera_contig_324	20821	hyb_TLL61_opera_contig_324	61	TLL61_k99_185708	8872	61	TLL61_opera_contig_324	1	20821	4749	20800	99.8991	29.8697	39.6	59.9
TLL61_opera_contig_35	58574	hyb_TLL61_opera_contig_35	61	TLL61_k99_99907	21122	61	TLL61_opera_contig_35	1	58574	13902	58574	100.0	29.9914	39.8	60.0
TLL61_opera_contig_4_provirus_249_259121	258873	hyb_TLL61_opera_contig_4_provirus_249_259121	61	TLL61_k99_135136	23104	61	TLL61_opera_contig_4_provirus_249_259121	1	258873	87056	258873	100.0	43.4263	39.7	60.0
TLL61_opera_contig_61	52615	hyb_TLL61_opera_contig_61	61	TLL61_k99_25074	7658	61	TLL61_opera_contig_61	1	52615	2595	43983	83.594	6.23509	39.7	59.9
TLL61_opera_contig_637	21159	hyb_TLL61_opera_contig_637	61	TLL61_k99_122058	8744	61	TLL61_opera_contig_637	1	21159	5462	14310	67.6308	32.5618	39.8	58.8
TLL61_opera_contig_66	47543	hyb_TLL61_opera_contig_66	61	TLL61_k99_200565	12329	61	TLL61_opera_contig_66	1	47543	11992	47015	98.8894	33.4117	39.6	60.0
TLL61_opera_contig_78	46680	hyb_TLL61_opera_contig_78	61	TLL61_k99_145407	10888	61	TLL61_opera_contig_78	1	46680	4002	45247	96.9302	10.874	39.8	60.0
TLL61_opera_contig_88	42289	hyb_TLL61_opera_contig_88	61	TLL61_k99_202499	19223	61	TLL61_opera_contig_88	1	42289	4625	41893	99.0636	14.1829	39.6	59.9
TLL61_opera_contig_951	13375	hyb_TLL61_opera_contig_951	61	TLL61_k99_146844	6604	61	TLL61_opera_contig_951	1	13375	1274	12887	96.3514	12.3111	39.8	60.0
TLL62_163271__0_partial_1	43918	hyb_TLL62_163271__0_partial_1	62	TLL62_k99_179086	17914	62	TLL62_163271__0_partial_1	1	43918	20962	43918	100.0	62.5225	39.8	60.0
TLL62_41__full_1	46365	hyb_TLL62_41__full_1	62	TLL62_k99_76470	18400	62	TLL62_41__full_1	1	46365	35048	46365	100.0	100.936	39.6	60.0
TLL62_455__full	15848	hyb_TLL62_455__full	62	TLL62_193086__full	5419	62	TLL62_455__full	1	15848	855	15062	95.0404	7.24117	39.5	60.0
TLL62_opera_contig_105	40905	hyb_TLL62_opera_contig_105	62	TLL62_k99_7567	6061	62	TLL62_opera_contig_105	1	40905	4735	40889	99.9609	15.2702	39.7	60.0
TLL62_opera_contig_112	40755	hyb_TLL62_opera_contig_112	62	TLL62_265528__full	10215	62	TLL62_opera_contig_112	1	40755	3250	39955	98.0371	10.3327	40.0	60.0
TLL62_opera_contig_124	44636	hyb_TLL62_opera_contig_124	62	TLL62_k99_144738	13820	62	TLL62_opera_contig_124	1	44636	24674	44636	100.0	71.7997	39.9	60.0
TLL62_opera_contig_147	32497	hyb_TLL62_opera_contig_147	62	TLL62_k99_43710	13763	62	TLL62_opera_contig_147	1	32497	4587	31761	97.7352	18.6635	39.8	60.0
TLL62_opera_contig_163304_provirus_120853_157721	36869	hyb_TLL62_opera_contig_163304_provirus_120853_157721	62	TLL62_k99_30517	10693	62	TLL62_opera_contig_163304_provirus_120853_157721	1	36869	28927	36869	100.0	101.039	39.8	60.0
TLL62_opera_contig_163799_provirus_1_39949	39949	hyb_TLL62_opera_contig_163799_provirus_1_39949	62	TLL62_k99_191878	6984	62	TLL62_opera_contig_163799_provirus_1_39949	1	39949	15624	39948	99.9975	50.5687	39.9	29.0
TLL62_opera_contig_164013_provirus_572280_611205	38926	hyb_TLL62_opera_contig_164013_provirus_572280_611205	62	TLL62_k99_54597	9416	62	TLL62_opera_contig_164013_provirus_572280_611205	1	38926	31114	38926	100.0	105.569	39.8	60.0
TLL62_opera_contig_164659_provirus_101869_118337	16469	hyb_TLL62_opera_contig_164659_provirus_101869_118337	62	TLL62_k99_303228	5640	62	TLL62_opera_contig_164659_provirus_101869_118337	1	16469	15819	16469	100.0	129.973	39.5	60.0
TLL62_opera_contig_164715	34607	hyb_TLL62_opera_contig_164715	62	TLL62_k99_71045	6340	62	TLL62_opera_contig_164715	1	34607	2610	31745	91.73	9.81353	39.8	60.0
TLL62_opera_contig_164995_provirus_522101_567105	45005	hyb_TLL62_opera_contig_164995_provirus_522101_567105	62	TLL62_k99_243320	6279	62	TLL62_opera_contig_164995_provirus_522101_567105	1	45005	16363	45005	100.0	47.6097	39.8	60.0
TLL62_opera_contig_165020_provirus_2_34087	34086	hyb_TLL62_opera_contig_165020_provirus_2_34087	62	TLL62_k99_191075	16370	62	TLL62_opera_contig_165020_provirus_2_34087	1	34086	12324	34086	100.0	47.553	39.7	60.0
TLL62_opera_contig_165294_provirus_1340738_1362064	21327	hyb_TLL62_opera_contig_165294_provirus_1340738_1362064	62	TLL62_k99_33675	6916	62	TLL62_opera_contig_165294_provirus_1340738_1362064	1	21327	20038	21327	100.0	128.715	39.5	59.5
TLL62_opera_contig_183	33046	hyb_TLL62_opera_contig_183	62	TLL62_k99_190455	6516	62	TLL62_opera_contig_183	1	33046	2871	30695	92.8857	11.3232	39.7	60.0
TLL62_opera_contig_218	52399	hyb_TLL62_opera_contig_218	62	TLL62_k99_253830	11877	62	TLL62_opera_contig_218	1	52399	22011	52322	99.8531	53.5144	39.8	36.0
TLL62_opera_contig_264	24975	hyb_TLL62_opera_contig_264	62	TLL62_k99_39073	6564	62	TLL62_opera_contig_264	1	24975	1680	18416	73.7377	8.75499	39.8	60.0
TLL62_opera_contig_294	21259	hyb_TLL62_opera_contig_294	62	TLL62_k99_257127	7760	62	TLL62_opera_contig_294	1	21259	25358	21259	100.0	157.453	39.6	60.0
TLL62_opera_contig_307	21192	hyb_TLL62_opera_contig_307	62	TLL62_k99_181841	9961	62	TLL62_opera_contig_307	1	21192	1385	18586	87.7029	8.5873	39.9	60.0
TLL62_opera_contig_31	77755	hyb_TLL62_opera_contig_31	62	TLL62_k99_138010	11087	62	TLL62_opera_contig_31	1	77755	5887	77146	99.2168	9.68735	40.0	60.0
TLL62_opera_contig_337	19897	hyb_TLL62_opera_contig_337	62	TLL62_k99_202108	9002	62	TLL62_opera_contig_337	1	19897	1587	18903	95.0043	10.6959	39.7	59.9
TLL62_opera_contig_371	20642	hyb_TLL62_opera_contig_371	62	TLL62_k99_107245	6798	62	TLL62_opera_contig_371	1	20642	1833	17341	84.0083	11.3635	39.8	59.2
TLL62_opera_contig_40_provirus_27947_74984	47038	hyb_TLL62_opera_contig_40_provirus_27947_74984	62	TLL62_k99_173983	6790	62	TLL62_opera_contig_40_provirus_27947_74984	1	47038	7115	42324	89.9783	19.5413	39.9	60.0
TLL62_opera_contig_45	65977	hyb_TLL62_opera_contig_45	62	TLL62_k99_196605	14114	62	TLL62_opera_contig_45	1	65977	78767	65977	100.0	156.839	39.8	60.0
TLL62_opera_contig_48	63789	hyb_TLL62_opera_contig_48	62	TLL62_k99_79479	10805	62	TLL62_opera_contig_48	1	63789	4839	61333	96.1498	9.85294	39.9	60.0
TLL62_opera_contig_520	14664	hyb_TLL62_opera_contig_520	62	TLL62_k99_54711	5646	62	TLL62_opera_contig_520	1	14664	1066	13681	93.2965	9.28805	39.9	60.0
TLL62_opera_contig_730	13203	hyb_TLL62_opera_contig_730	62	TLL62_k99_49790	6026	62	TLL62_opera_contig_730	1	13203	830	10615	80.3984	7.74279	39.9	60.0
TLL62_opera_contig_74	50306	hyb_TLL62_opera_contig_74	62	TLL62_k99_79152	12391	62	TLL62_opera_contig_74	1	50306	3781	49631	98.6582	9.71604	39.9	60.0
TLL62_opera_contig_75	50252	hyb_TLL62_opera_contig_75	62	TLL62_k99_207949	13475	62	TLL62_opera_contig_75	1	50252	4150	49800	99.1005	10.7159	40.0	60.0
TLL62_opera_contig_86	47693	hyb_TLL62_opera_contig_86	62	TLL62_k99_43560	11188	62	TLL62_opera_contig_86	1	47693	13889	47432	99.4527	37.3549	39.7	59.4
TLL62_opera_contig_95	51898	hyb_TLL62_opera_contig_95	62	TLL62_k99_77321	11417	62	TLL62_opera_contig_95	1	51898	4006	43211	83.2614	9.93137	39.8	59.9
TLL63_137132__full_1	91284	hyb_TLL63_137132__full_1	63	TLL63_k99_217146_provirus_3172_16041	12870	63	TLL63_137132__full_1	1	91284	11102	89800	98.3743	15.8608	39.7	60.0
TLL63_137697__0_partial_1	40242	hyb_TLL63_137697__0_partial_1	63	TLL63_k99_27843	11654	63	TLL63_137697__0_partial_1	1	40242	50807	40242	100.0	162.287	39.8	60.0
TLL63_138203__0_partial_1	45093	hyb_TLL63_138203__0_partial_1	63	TLL63_k99_98245	7178	63	TLL63_138203__0_partial_1	1	45093	40194	45093	100.0	115.324	39.7	60.0
TLL63_140179__full	54143	hyb_TLL63_140179__full	63	TLL63_k99_65953	11805	63	TLL63_140179__full	1	54143	6605	54078	99.8799	15.5769	39.8	60.0
TLL63_167__full_1	32246	hyb_TLL63_167__full_1	63	TLL63_k99_182064	6996	63	TLL63_167__full_1	1	32246	7322	32246	100.0	29.845	39.7	60.0
TLL63_33__full_1	35027	hyb_TLL63_33__full_1	63	TLL63_k99_155882	10135	63	TLL63_33__full_1	1	35027	3404	34938	99.7459	12.6032	39.8	59.9
TLL63_83__full_1	54308	hyb_TLL63_83__full_1	63	TLL63_k99_30537	8111	63	TLL63_83__full_1	1	54308	6189	53500	98.5122	14.6013	39.8	60.0
TLL63_opera_contig_1129	18042	hyb_TLL63_opera_contig_1129	63	TLL63_k99_266807	5603	63	TLL63_opera_contig_1129	1	18042	793	8154	45.1945	5.64821	39.9	60.0
TLL63_opera_contig_121	60544	hyb_TLL63_opera_contig_121	63	TLL63_k99_50232	15079	63	TLL63_opera_contig_121	1	60544	16596	59363	98.0494	35.1718	39.8	50.2
TLL63_opera_contig_136534	47968	hyb_TLL63_opera_contig_136534	63	TLL63_k99_4873	14674	63	TLL63_opera_contig_136534	1	47968	12677	47968	100.0	34.2581	39.9	60.0
TLL63_opera_contig_137137_provirus_95934_118714	22781	hyb_TLL63_opera_contig_137137_provirus_95934_118714	63	TLL63_k99_274929	10531	63	TLL63_opera_contig_137137_provirus_95934_118714	1	22781	4714	22769	99.9473	26.6905	39.7	60.0
TLL63_opera_contig_138742_provirus_5960_70259	64300	hyb_TLL63_opera_contig_138742_provirus_5960_70259	63	TLL63_k99_67693	16994	63	TLL63_opera_contig_138742_provirus_5960_70259	1	64300	14572	64300	100.0	28.7167	39.8	59.8
TLL63_opera_contig_138857_provirus_73360_111454	38095	hyb_TLL63_opera_contig_138857_provirus_73360_111454	63	TLL63_k99_32157	8360	63	TLL63_opera_contig_138857_provirus_73360_111454	1	38095	13904	37725	99.0287	46.6209	39.8	60.0
TLL63_opera_contig_139359_provirus_152355_194890	42536	hyb_TLL63_opera_contig_139359_provirus_152355_194890	63	TLL63_k99_107185	18101	63	TLL63_opera_contig_139359_provirus_152355_194890	1	42536	11256	42536	100.0	34.1756	39.8	59.7
TLL63_opera_contig_139846	20477	hyb_TLL63_opera_contig_139846	63	TLL63_k99_269589	6527	63	TLL63_opera_contig_139846	1	20477	1076	17358	84.7683	6.82102	39.7	60.0
TLL63_opera_contig_13_provirus_29613_188431	158819	hyb_TLL63_opera_contig_13_provirus_29613_188431	63	TLL63_43610__full	10854	63	TLL63_opera_contig_13_provirus_29613_188431	1	158819	102448	158819	100.0	84.4215	39.9	60.0
TLL63_opera_contig_140107_provirus_171837_246803	74967	hyb_TLL63_opera_contig_140107_provirus_171837_246803	63	TLL63_k99_90242	21093	63	TLL63_opera_contig_140107_provirus_171837_246803	1	74967	36817	66407	88.5816	62.6099	39.9	60.0
TLL63_opera_contig_140147_provirus_235286_310193	74908	hyb_TLL63_opera_contig_140147_provirus_235286_310193	63	TLL63_k99_201376	25027	63	TLL63_opera_contig_140147_provirus_235286_310193	1	74908	16763	74670	99.6823	28.3048	39.8	60.0
TLL63_opera_contig_140371_provirus_214740_252484	37745	hyb_TLL63_opera_contig_140371_provirus_214740_252484	63	TLL63_k99_97439	7055	63	TLL63_opera_contig_140371_provirus_214740_252484	1	37745	65183	37745	100.0	227.297	39.6	60.0
TLL63_opera_contig_140380_provirus_730628_770603	39976	hyb_TLL63_opera_contig_140380_provirus_730628_770603	63	TLL63_k99_46841_provirus_2_10402	10401	63	TLL63_opera_contig_140380_provirus_730628_770603	1	39976	12185	39976	100.0	39.4911	39.8	60.0
TLL63_opera_contig_140391_provirus_545174_586187	41014	hyb_TLL63_opera_contig_140391_provirus_545174_586187	63	TLL63_k99_78353	16342	63	TLL63_opera_contig_140391_provirus_545174_586187	1	41014	13368	40841	99.5782	41.9435	39.7	60.0
TLL63_opera_contig_144	41987	hyb_TLL63_opera_contig_144	63	TLL63_k99_197605	8632	63	TLL63_opera_contig_144	1	41987	3388	39793	94.7746	10.2532	39.8	59.9
TLL63_opera_contig_152	37606	hyb_TLL63_opera_contig_152	63	TLL63_k99_37513	13181	63	TLL63_opera_contig_152	1	37606	12437	37606	100.0	42.6511	39.7	59.8
TLL63_opera_contig_15_provirus_60217_188231	128015	hyb_TLL63_opera_contig_15_provirus_60217_188231	63	TLL63_k99_55739	24565	63	TLL63_opera_contig_15_provirus_60217_188231	1	128015	30368	128015	100.0	30.701	39.8	59.1
TLL63_opera_contig_164_provirus_187_30058	29872	hyb_TLL63_opera_contig_164_provirus_187_30058	63	TLL63_k99_145056	10128	63	TLL63_opera_contig_164_provirus_187_30058	1	29872	4444	29872	100.0	19.3914	39.7	60.0
TLL63_opera_contig_258	24240	hyb_TLL63_opera_contig_258	63	TLL63_k99_58601	9009	63	TLL63_opera_contig_258	1	24240	1838	23172	95.5941	9.98106	39.6	60.0
TLL63_opera_contig_262	23400	hyb_TLL63_opera_contig_262	63	TLL63_k99_82642	7141	63	TLL63_opera_contig_262	1	23400	2124	23130	98.8462	11.4297	39.8	60.0
TLL63_opera_contig_289	27104	hyb_TLL63_opera_contig_289	63	TLL63_k99_1541	6880	63	TLL63_opera_contig_289	1	27104	2568	22307	82.3015	11.8291	39.9	60.0
TLL63_opera_contig_345_provirus_3_15197	15195	hyb_TLL63_opera_contig_345_provirus_3_15197	63	TLL63_k99_12328	5224	63	TLL63_opera_contig_345_provirus_3_15197	1	15195	883	15023	98.868	7.83712	39.5	60.0
TLL63_opera_contig_39_provirus_17263_97080	79818	hyb_TLL63_opera_contig_39_provirus_17263_97080	63	TLL63_k99_28904	14295	63	TLL63_opera_contig_39_provirus_17263_97080	1	79818	17984	79806	99.985	28.5016	39.9	59.9
TLL63_opera_contig_3_provirus_244_36759	36516	hyb_TLL63_opera_contig_3_provirus_244_36759	63	TLL63_k99_5164	16363	63	TLL63_opera_contig_3_provirus_244_36759	1	36516	3884	36382	99.633	13.8897	39.7	59.9
TLL63_opera_contig_54_provirus_16374_53860	37487	hyb_TLL63_opera_contig_54_provirus_16374_53860	63	TLL63_k99_37645_provirus_8009_22481	14473	63	TLL63_opera_contig_54_provirus_16374_53860	1	37487	4122	37484	99.992	14.1221	39.8	60.0
TLL63_opera_contig_61	82086	hyb_TLL63_opera_contig_61	63	TLL63_k99_24023	24205	63	TLL63_opera_contig_61	1	82086	15569	80902	98.5576	24.4814	39.7	54.6
TLL63_opera_contig_620	13753	hyb_TLL63_opera_contig_620	63	TLL63_k99_115689	6394	63	TLL63_opera_contig_620	1	13753	11768	13753	100.0	114.923	39.6	60.0
TLL63_opera_contig_9_provirus_2_37002	37001	hyb_TLL63_opera_contig_9_provirus_2_37002	63	TLL63_k99_40707	16960	63	TLL63_opera_contig_9_provirus_2_37002	1	37001	5847	36993	99.9784	20.4802	39.8	60.0
TLL64_128449__full_1	38688	hyb_TLL64_128449__full_1	64	TLL64_k99_102575	10777	64	TLL64_128449__full_1	1	38688	4200	37333	96.4976	13.9436	39.7	60.0
TLL64_129047__0_partial_1	61878	hyb_TLL64_129047__0_partial_1	64	TLL64_k99_49207	19078	64	TLL64_129047__0_partial_1	1	61878	11934	61878	100.0	24.6187	39.8	59.9
TLL64_129116__full_1	115708	hyb_TLL64_129116__full_1	64	TLL64_k99_124438	11043	64	TLL64_129116__full_1	1	115708	9021	110506	95.5042	10.2378	39.7	60.0
TLL64_161__full_1	47488	hyb_TLL64_161__full_1	64	TLL64_k99_16156	17970	64	TLL64_161__full_1	1	47488	13051	47488	100.0	35.6269	39.8	59.0
TLL64_opera_contig_122_provirus_3_40473	40471	hyb_TLL64_opera_contig_122_provirus_3_40473	64	TLL64_k99_113056	13007	64	TLL64_opera_contig_122_provirus_3_40473	1	40471	11569	40445	99.9358	37.294	39.7	59.9
TLL64_opera_contig_127997	22306	hyb_TLL64_opera_contig_127997	64	TLL64_k99_201432	5316	64	TLL64_opera_contig_127997	1	22306	1020	20435	91.6121	5.91388	39.8	60.0
TLL64_opera_contig_129050_provirus_178833_226653	47821	hyb_TLL64_opera_contig_129050_provirus_178833_226653	64	TLL64_k99_199245	20211	64	TLL64_opera_contig_129050_provirus_178833_226653	1	47821	8072	47704	99.7553	21.3565	39.9	59.6
TLL64_opera_contig_129121_provirus_3_32106	32104	hyb_TLL64_opera_contig_129121_provirus_3_32106	64	TLL64_k99_300582	15102	64	TLL64_opera_contig_129121_provirus_3_32106	1	32104	3193	31994	99.6574	13.2638	39.5	60.0
TLL64_opera_contig_129442	22730	hyb_TLL64_opera_contig_129442	64	TLL64_k99_154986	8074	64	TLL64_opera_contig_129442	1	22730	2874	22729	99.9956	15.9267	40.0	60.0
TLL64_opera_contig_129471_provirus_416247_433103	16857	hyb_TLL64_opera_contig_129471_provirus_416247_433103	64	TLL64_k99_40601_provirus_58_8138	8081	64	TLL64_opera_contig_129471_provirus_416247_433103	1	16857	2534	16696	99.0449	19.3041	39.8	59.7
TLL64_opera_contig_129473_provirus_296842_360530	63689	hyb_TLL64_opera_contig_129473_provirus_296842_360530	64	TLL64_k99_207286	8769	64	TLL64_opera_contig_129473_provirus_296842_360530	1	63689	8152	62763	98.5461	16.0907	39.8	60.0
TLL64_opera_contig_129981_provirus_97499_131760	34262	hyb_TLL64_opera_contig_129981_provirus_97499_131760	64	TLL64_k99_80027	5487	64	TLL64_opera_contig_129981_provirus_97499_131760	1	34262	1528	21783	63.5777	5.87581	39.8	59.7
TLL64_opera_contig_130253_provirus_2091969_2109613	17645	hyb_TLL64_opera_contig_130253_provirus_2091969_2109613	64	TLL64_k99_20933	8189	64	TLL64_opera_contig_130253_provirus_2091969_2109613	1	17645	9016	17645	100.0	69.1634	39.5	60.0
TLL64_opera_contig_131127_provirus_95872_135156	39285	hyb_TLL64_opera_contig_131127_provirus_95872_135156	64	TLL64_k99_60976	13030	64	TLL64_opera_contig_131127_provirus_95872_135156	1	39285	17462	39285	100.0	56.9687	39.8	60.0
TLL64_opera_contig_131221	53988	hyb_TLL64_opera_contig_131221	64	TLL64_k99_17999	22151	64	TLL64_opera_contig_131221	1	53988	12805	45708	84.6633	30.0389	39.8	60.0
TLL64_opera_contig_153	39159	hyb_TLL64_opera_contig_153	64	TLL64_k99_59009	10496	64	TLL64_opera_contig_153	1	39159	28890	39159	100.0	93.0726	39.9	60.0
TLL64_opera_contig_159	38557	hyb_TLL64_opera_contig_159	64	TLL64_k99_89315	15121	64	TLL64_opera_contig_159	1	38557	8227	38557	100.0	27.422	39.8	59.9
TLL64_opera_contig_17	113879	hyb_TLL64_opera_contig_17	64	TLL64_k99_9716	38610	64	TLL64_opera_contig_17	1	113879	16895	113842	99.9675	18.9527	39.9	60.0
TLL64_opera_contig_198	33348	hyb_TLL64_opera_contig_198	64	TLL64_k99_4835	12307	64	TLL64_opera_contig_198	1	33348	3805	33239	99.6731	14.4699	40.0	58.6
TLL64_opera_contig_202	30067	hyb_TLL64_opera_contig_202	64	TLL64_k99_235137	8337	64	TLL64_opera_contig_202	1	30067	3931	29780	99.0455	16.9541	39.8	59.3
TLL64_opera_contig_224	34022	hyb_TLL64_opera_contig_224	64	TLL64_k99_6524	12126	64	TLL64_opera_contig_224	1	34022	2366	33117	97.34	9.06416	39.7	60.0
TLL64_opera_contig_387_provirus_423_16859	16437	hyb_TLL64_opera_contig_387_provirus_423_16859	64	TLL64_k99_353	7943	64	TLL64_opera_contig_387_provirus_423_16859	1	16437	1446	15391	93.6363	11.3067	39.8	60.0
TLL64_opera_contig_425	19169	hyb_TLL64_opera_contig_425	64	TLL64_k99_13065	7271	64	TLL64_opera_contig_425	1	19169	21378	19169	100.0	139.862	39.9	60.0
TLL64_opera_contig_611	15777	hyb_TLL64_opera_contig_611	64	TLL64_k99_141816	5889	64	TLL64_opera_contig_611	1	15777	8313	15773	99.9746	68.397	39.8	59.9
TLL64_opera_contig_71_provirus_1_21594	21594	hyb_TLL64_opera_contig_71_provirus_1_21594	64	TLL64_k99_25632	5797	64	TLL64_opera_contig_71_provirus_1_21594	1	21594	2366	21592	99.9907	14.2996	39.7	60.0
TLL64_opera_contig_74	52844	hyb_TLL64_opera_contig_74	64	TLL64_k99_119341	6617	64	TLL64_opera_contig_74	1	52844	3421	49698	94.0466	8.49411	39.6	60.0
TLL64_opera_contig_847	11506	hyb_TLL64_opera_contig_847	64	TLL64_k99_174794	5613	64	TLL64_opera_contig_847	1	11506	665	10839	94.203	7.35642	39.8	60.0
TLL64_opera_contig_91	52944	hyb_TLL64_opera_contig_91	64	TLL64_k99_195344	12164	64	TLL64_opera_contig_91	1	52944	7664	47285	89.3113	18.8033	39.7	59.6
TLL64_opera_contig_93	51844	hyb_TLL64_opera_contig_93	64	TLL64_k99_189396	8591	64	TLL64_opera_contig_93	1	51844	7525	51508	99.3519	19.1439	39.7	58.3
TLL65_108504__0_partial_1	40452	hyb_TLL65_108504__0_partial_1	65	TLL65_k99_8153	13541	65	TLL65_108504__0_partial_1	1	40452	7407	40438	99.9654	24.1602	39.9	59.1
TLL65_108811__full_1	22233	hyb_TLL65_108811__full_1	65	TLL65_k99_228448	6365	65	TLL65_108811__full_1	1	22233	2280	22059	99.2174	13.3323	39.6	59.8
TLL65_109421__full	44703	hyb_TLL65_109421__full	65	TLL65_k99_47037	22207	65	TLL65_109421__full	1	44703	4575	44703	100.0	13.3272	39.7	60.0
TLL65_109726__full_1	41118	hyb_TLL65_109726__full_1	65	TLL65_k99_189258	8817	65	TLL65_109726__full_1	1	41118	4798	40925	99.5306	15.0827	39.8	60.0
TLL65_110537__full_1	42248	hyb_TLL65_110537__full_1	65	TLL65_k99_197801	18968	65	TLL65_110537__full_1	1	42248	4361	42228	99.9527	13.6486	39.8	60.0
TLL65_1114__full	15707	hyb_TLL65_1114__full	65	TLL65_78487__full	5048	65	TLL65_1114__full	1	15707	468	7522	47.8895	3.67492	40.0	60.0
TLL65_470__0_partial_1	15029	hyb_TLL65_470__0_partial_1	65	TLL65_k99_43528	5725	65	TLL65_470__0_partial_1	1	15029	5094	15029	100.0	44.2765	39.9	60.0
TLL65_opera_contig_102	46726	hyb_TLL65_opera_contig_102	65	TLL65_k99_65016	16693	65	TLL65_opera_contig_102	1	46726	5749	46723	99.9936	16.0305	39.8	60.0
TLL65_opera_contig_108504_provirus_772487_815496	43010	hyb_TLL65_opera_contig_108504_provirus_772487_815496	65	TLL65_k99_70005	17628	65	TLL65_opera_contig_108504_provirus_772487_815496	1	43010	6360	40587	94.3664	19.3133	39.8	58.0
TLL65_opera_contig_108507_provirus_36327_82353	46027	hyb_TLL65_opera_contig_108507_provirus_36327_82353	65	TLL65_k99_104273	17244	65	TLL65_opera_contig_108507_provirus_36327_82353	1	46027	10113	46027	100.0	28.8085	39.9	59.6
TLL65_opera_contig_109302_provirus_15446_59939	44494	hyb_TLL65_opera_contig_109302_provirus_15446_59939	65	TLL65_k99_135383	19382	65	TLL65_opera_contig_109302_provirus_15446_59939	1	44494	9292	44452	99.9056	27.2995	39.8	60.0
TLL65_opera_contig_109309_provirus_348359_408151	59793	hyb_TLL65_opera_contig_109309_provirus_348359_408151	65	TLL65_k99_93325	5611	65	TLL65_opera_contig_109309_provirus_348359_408151	1	59793	13637	59793	100.0	29.95	39.8	55.6
TLL65_opera_contig_109311_provirus_34389_69999	35611	hyb_TLL65_opera_contig_109311_provirus_34389_69999	65	TLL65_k99_51982_provirus_49078_61941	12864	65	TLL65_opera_contig_109311_provirus_34389_69999	1	35611	6468	35611	100.0	24.1868	39.7	60.0
TLL65_opera_contig_109409_provirus_152564_189945	37382	hyb_TLL65_opera_contig_109409_provirus_152564_189945	65	TLL65_k99_30062	17413	65	TLL65_opera_contig_109409_provirus_152564_189945	1	37382	12108	37382	100.0	43.0919	39.7	60.0
TLL65_opera_contig_109427	35576	hyb_TLL65_opera_contig_109427	65	TLL65_k99_27151	9810	65	TLL65_opera_contig_109427	1	35576	3753	35516	99.8313	13.6724	39.8	60.0
TLL65_opera_contig_109510_provirus_2_31050	31049	hyb_TLL65_opera_contig_109510_provirus_2_31050	65	TLL65_k99_236074	11054	65	TLL65_opera_contig_109510_provirus_2_31050	1	31049	4078	31027	99.9291	16.7876	39.9	60.0
TLL65_opera_contig_109759	37037	hyb_TLL65_opera_contig_109759	65	TLL65_k99_15977	13849	65	TLL65_opera_contig_109759	1	37037	5140	36172	97.6645	18.0771	39.7	59.7
TLL65_opera_contig_110209_provirus_38366_84130	45765	hyb_TLL65_opera_contig_110209_provirus_38366_84130	65	TLL65_k99_25224	15841	65	TLL65_opera_contig_110209_provirus_38366_84130	1	45765	7762	45756	99.9803	22.5526	39.7	59.8
TLL65_opera_contig_110223_provirus_167_44591	44425	hyb_TLL65_opera_contig_110223_provirus_167_44591	65	TLL65_k99_24598	9492	65	TLL65_opera_contig_110223_provirus_167_44591	1	44425	7357	43295	97.4564	21.7499	39.7	59.9
TLL65_opera_contig_110494_provirus_828614_872996	44383	hyb_TLL65_opera_contig_110494_provirus_828614_872996	65	TLL65_k99_144337	12179	65	TLL65_opera_contig_110494_provirus_828614_872996	1	44383	19705	44383	100.0	58.9523	39.7	60.0
TLL65_opera_contig_110511_provirus_23228_49924	26697	hyb_TLL65_opera_contig_110511_provirus_23228_49924	65	TLL65_k99_95362	6695	65	TLL65_opera_contig_110511_provirus_23228_49924	1	26697	26360	26697	100.0	125.386	39.9	60.0
