votu95_id	num_hyb	num_sr	max_hyb_len	max_sr_len	hyb_VFC	sr_VFC
hyb_TLL37_154408__full_1	1	0	13336	0		
hyb_TLL106_155608__0_partial_1	2	0	13336	0		
hyb_TLL76_opera_contig_1014	1	1	13331	11425		
hyb_TLL21_2128__full	1	0	13331	0		
hyb_TLL27_124729__0_partial_1	5	5	13331	9987		
hyb_TLL44_opera_contig_296_provirus_17723_31052	1	1	13330	5579		
hyb_TLL105_opera_contig_363	1	0	13330	0	8	
hyb_TLL103_3788__full	1	0	13327	0		
hyb_TLL75_opera_contig_650	1	0	13325	0		
hyb_TLL38_713__full_1	1	0	13325	0		
hyb_TLL5_opera_contig_309068	1	0	13324	0		
hyb_TLL76_opera_contig_232845	1	0	13323	0		
hyb_TLL79_opera_contig_811	1	0	13323	0		
hyb_TLL91_832__0_partial	1	0	13323	0		
hyb_TLL20_opera_contig_964	1	0	13321	0		
hyb_TLL72_opera_contig_1059	1	0	13321	0		
hyb_TLL24_opera_contig_108696	1	0	13320	0		
hyb_TLL30_opera_contig_2134	1	1	13320	6150		
hyb_TLL80_opera_contig_12996	1	0	13320	0		
hyb_TLL100_opera_contig_5041	1	0	13320	0		
hyb_TLL39_opera_contig_223600_provirus_2_13320	1	0	13319	0		
sr_TLL49_k99_92229	1	2	6202	13319		
hyb_TLL27_opera_contig_1046	1	0	13317	0		
hyb_TLL42_opera_contig_64381_provirus_352785_366101	2	0	13317	0		
hyb_TLL77_opera_contig_1289	1	0	13317	0		
hyb_TLL40_opera_contig_1352	1	0	13316	0		
hyb_TLL102_opera_contig_2589	1	0	13316	0		
hyb_TLL73_6469__full	1	0	13316	0		
hyb_TLL8_opera_contig_7231	1	0	13314	0		
hyb_TLL43_opera_contig_4660	1	0	13314	0		
hyb_TLL26_opera_contig_878	1	0	13312	0		
hyb_TLL81_opera_contig_2066	1	0	13312	0		
hyb_TLL81_opera_contig_1285	1	0	13311	0		
hyb_TLL23_862__full	1	1	13310	6249		
hyb_TLL104_2181__full	1	0	13308	0		
hyb_TLL100_opera_contig_934	1	0	13307	0		
hyb_TLL72_opera_contig_946	1	0	13305	0		
hyb_TLL31_12531__full	1	0	13305	0		
hyb_TLL44_opera_contig_1166	2	0	13303	0		
hyb_TLL49_opera_contig_1519	1	0	13303	0		
hyb_TLL43_opera_contig_1595	1	0	13302	0		
hyb_TLL75_opera_contig_1571	1	0	13302	0		
hyb_TLL22_opera_contig_679	1	1	13301	13301		
hyb_TLL93_opera_contig_936	1	0	13298	0		
hyb_TLL1_opera_contig_1582	1	0	13297	0		
hyb_TLL35_opera_contig_348_provirus_330_13625	1	0	13296	0		
hyb_TLL41_opera_contig_645	2	1	13296	6104		
hyb_TLL10_opera_contig_948	1	0	13295	0		
sr_TLL5_k99_246048	0	1	0	13293		
hyb_TLL4_opera_contig_1550	1	0	13292	0		
hyb_TLL19_opera_contig_630	1	0	13291	0		
hyb_TLL71_opera_contig_234600_provirus_3_13293	1	0	13291	0		
sr_TLL62_210386__full	0	2	0	13291		
sr_TLL50_232583__full	0	1	0	13289		
hyb_TLL63_576__full	1	1	13287	11024	302	525
hyb_TLL39_opera_contig_1121	1	1	13286	5306		
hyb_TLL29_opera_contig_1626	1	0	13285	0		
hyb_TLL64_opera_contig_884	1	0	13284	0		
hyb_TLL70_opera_contig_161580_provirus_1_13283	1	1	13283	8418		
hyb_TLL14_opera_contig_925	1	1	13282	5681		
hyb_TLL8_opera_contig_1379	1	0	13281	0		
hyb_TLL35_opera_contig_662	1	1	13281	12721		
hyb_TLL102_412358__full_1	2	1	13281	9057		
sr_TLL73_k99_140593_provirus_3_13283	0	1	0	13281		
hyb_TLL108_opera_contig_1272	1	0	13280	0		
hyb_TLL82_171591__0_partial	1	0	13280	0		
hyb_TLL38_179__0_partial_1	1	0	13279	0		
hyb_TLL36_opera_contig_152720	1	0	13277	0		
sr_TLL78_k99_166762	0	1	0	13277		
hyb_TLL43_opera_contig_1426	1	0	13275	0		
hyb_TLL45_6937__full	1	0	13275	0		
hyb_TLL39_4904__full	1	2	13274	6553		
hyb_TLL31_opera_contig_327855_provirus_471906_485178	1	0	13273	0		
hyb_TLL41_opera_contig_191275_provirus_7304_20575	1	1	13272	5393		
hyb_TLL70_160475__0_partial_1	1	0	13272	0		
hyb_TLL3_opera_contig_1150	1	1	13271	13271		
hyb_TLL13_opera_contig_224904_provirus_11163_24433	1	1	13271	9984		
hyb_TLL46_opera_contig_4577	1	0	13271	0		
hyb_TLL17_opera_contig_263397_provirus_198031_211298	1	0	13268	0		
hyb_TLL22_opera_contig_1023	1	0	13265	0		
hyb_TLL40_opera_contig_951_provirus_3_13267	1	0	13265	0		
hyb_TLL79_353__full_1	1	0	13265	0		
hyb_TLL101_73__0_partial_1	1	0	13265	0		
hyb_TLL27_1927__full	1	0	13264	0		
hyb_TLL76_opera_contig_1539	1	0	13263	0		
hyb_TLL31_324560__0_partial_1	1	0	13263	0		
hyb_TLL40_opera_contig_985	1	0	13260	0		
hyb_TLL100_opera_contig_1223	1	0	13260	0		
hyb_TLL48_4384__full	1	0	13259	0		
hyb_TLL95_117796__full_1	1	0	13259	0		
hyb_TLL18_opera_contig_3594	1	0	13257	0		
hyb_TLL90_opera_contig_1395	1	0	13256	0		
hyb_TLL28_opera_contig_255826	1	1	13255	9116		
hyb_TLL63_opera_contig_1621	1	0	13252	0		
hyb_TLL66_opera_contig_700	1	0	13252	0		
hyb_TLL72_opera_contig_781	1	0	13250	0		
hyb_TLL11_opera_contig_1235	1	0	13249	0		
hyb_TLL46_opera_contig_688_provirus_5950_19198	2	0	13249	0		
hyb_TLL63_opera_contig_137248	1	0	13249	0		
hyb_TLL71_opera_contig_999	1	0	13249	0		
sr_TLL6_189314__full	0	2	0	13249		
sr_TLL58_k99_15762	0	1	0	13248		
hyb_TLL45_294837__full_1	1	0	13247	0		
hyb_TLL103_1297__full	1	0	13245	0		
hyb_TLL46_opera_contig_873	1	0	13244	0		
hyb_TLL6_opera_contig_1631	1	0	13243	0		
hyb_TLL36_153906__full_1	1	0	13240	0		
hyb_TLL48_opera_contig_850	1	0	13238	0		
hyb_TLL44_opera_contig_271832	1	1	13237	9196		
hyb_TLL49_opera_contig_524_provirus_3_13237	1	1	13235	7763		
hyb_TLL60_opera_contig_5191	1	0	13234	0		
hyb_TLL1_opera_contig_1859	1	0	13232	0		
hyb_TLL38_opera_contig_1027	1	0	13232	0		
hyb_TLL36_opera_contig_1101	1	0	13231	0		
hyb_TLL6_opera_contig_193174	1	0	13230	0		
hyb_TLL79_opera_contig_727	1	0	13229	0		
hyb_TLL44_opera_contig_270808_provirus_2_13228	1	0	13227	0		
hyb_TLL104_opera_contig_108733	1	0	13227	0		
hyb_TLL68_opera_contig_564	1	0	13226	0		
hyb_TLL81_opera_contig_1571	1	0	13226	0		
hyb_TLL43_opera_contig_1292	1	0	13225	0		
hyb_TLL44_opera_contig_1142	1	1	13225	10801		
hyb_TLL52_opera_contig_836	1	1	13225	13225		
hyb_TLL95_opera_contig_1744	1	0	13225	0		
hyb_TLL45_opera_contig_1527	1	1	13224	13224		
hyb_TLL102_opera_contig_4444	1	0	13224	0		
hyb_TLL55_opera_contig_663	1	0	13223	0		
hyb_TLL37_3198__full	2	1	13223	5823		
hyb_TLL35_opera_contig_227060	1	0	13222	0		
hyb_TLL80_159263__0_partial_1	1	0	13222	0		
hyb_TLL67_opera_contig_1341	1	0	13220	0		
hyb_TLL94_4660__full	1	0	13218	0		
hyb_TLL31_opera_contig_1980	1	0	13216	0		
hyb_TLL45_opera_contig_1529	1	1	13216	13216		
hyb_TLL74_2463__full	1	0	13216	0		
hyb_TLL31_opera_contig_326705	1	0	13215	0		
hyb_TLL40_opera_contig_198506	1	0	13214	0		
hyb_TLL16_1774__full	1	0	13212	0		
sr_TLL77_k99_60859	0	1	0	13211		
hyb_TLL14_opera_contig_1132	1	1	13210	11278		
hyb_TLL31_opera_contig_2112	1	1	13210	5051		
hyb_TLL33_opera_contig_659_provirus_2_13209	1	0	13208	0		
hyb_TLL76_opera_contig_1515	1	0	13208	0		
hyb_TLL23_160686__0_partial_1	4	1	13208	13207		
hyb_TLL14_opera_contig_1129	1	0	13206	0		
hyb_TLL79_opera_contig_3711	1	0	13206	0		
hyb_TLL10_opera_contig_145934_provirus_413_13617	1	0	13205	0		
hyb_TLL91_opera_contig_550	1	1	13205	13204		
hyb_TLL62_opera_contig_730	1	1	13203	6026		
hyb_TLL73_opera_contig_943	1	0	13203	0		
hyb_TLL45_5719__full	1	0	13202	0		
hyb_TLL74_opera_contig_2145	1	0	13201	0		
hyb_TLL51_opera_contig_276748	1	0	13200	0		
hyb_TLL73_opera_contig_153561	1	0	13199	0		
hyb_TLL106_opera_contig_2217	1	0	13199	0		
hyb_TLL59_opera_contig_559	2	1	13198	5801		
hyb_TLL59_opera_contig_565	1	0	13197	0		
hyb_TLL99_opera_contig_2563	1	0	13197	0		
hyb_TLL72_opera_contig_123445_provirus_3_13198	1	0	13196	0		
hyb_TLL5_opera_contig_1445	1	0	13195	0	13	
hyb_TLL51_opera_contig_1841	1	0	13195	0		
sr_TLL90_k99_146026	0	1	0	13195		
hyb_TLL102_60__0_partial_1	2	3	13193	6371		
hyb_TLL20_opera_contig_1526	1	0	13190	0		
hyb_TLL4_opera_contig_3199	1	0	13189	0		
hyb_TLL90_opera_contig_656	1	0	13189	0		
hyb_TLL33_opera_contig_459_provirus_9468_22655	1	0	13188	0		
hyb_TLL81_opera_contig_1101	1	1	13187	10433		
hyb_TLL103_opera_contig_66083_provirus_3_13189	1	0	13187	0		
hyb_TLL29_opera_contig_3467	1	0	13186	0		
hyb_TLL31_opera_contig_2349	1	0	13185	0		
hyb_TLL67_opera_contig_200439_provirus_66395_79579	1	1	13185	7127		
hyb_TLL76_opera_contig_2090	1	0	13182	0		
hyb_TLL76_opera_contig_233508_provirus_114909_128090	1	0	13182	0		
hyb_TLL98_opera_contig_537	1	1	13182	9800		
hyb_TLL48_opera_contig_1611	1	0	13181	0		
hyb_TLL40_198712__0_partial_1	1	1	13181	9924		
hyb_TLL99_159392__full_1	1	0	13180	0		
hyb_TLL29_opera_contig_828	1	0	13179	0		
hyb_TLL48_opera_contig_2511	1	0	13178	0		
hyb_TLL104_opera_contig_108709_provirus_119504_132680	1	0	13177	0		
sr_TLL51_k99_135228	0	1	0	13177		
hyb_TLL55_opera_contig_138430_provirus_13448_26623	1	0	13176	0		
hyb_TLL108_opera_contig_73_provirus_45718_58893	1	0	13176	0		
hyb_TLL14_177216__0_partial	1	0	13175	0		
hyb_TLL49_opera_contig_2642	1	0	13174	0		
hyb_TLL71_opera_contig_1420	1	0	13173	0		
hyb_TLL35_opera_contig_669	1	0	13172	0		
hyb_TLL28_opera_contig_4439	1	0	13171	0		
hyb_TLL23_opera_contig_11893	1	0	13170	0		
hyb_TLL70_opera_contig_414	1	0	13168	0		
hyb_TLL83_228820__0_partial	1	0	13168	0		
hyb_TLL3_opera_contig_1163	1	1	13167	13167		
hyb_TLL31_opera_contig_327843	1	0	13166	0		
hyb_TLL45_opera_contig_4559	1	0	13166	0		
hyb_TLL88_344788__0_partial	1	0	13164	0		
hyb_TLL33_opera_contig_851	1	1	13163	6348		
hyb_TLL90_opera_contig_978	1	0	13163	0		
hyb_TLL86_opera_contig_717	1	0	13162	0		
hyb_TLL11_opera_contig_3221	1	0	13161	0		
hyb_TLL17_737__full	1	0	13160	0		
sr_TLL63_k99_133335	0	1	0	13160		
hyb_TLL39_opera_contig_3567	1	0	13150	0		
hyb_TLL23_opera_contig_841	1	1	13149	5379		
hyb_TLL43_opera_contig_1219	1	0	13148	0		
sr_TLL77_140352__full	0	1	0	13147		
hyb_TLL98_111199__0_partial	1	0	13146	0		
sr_TLL57_70249__full	0	1	0	13146		
hyb_TLL41_opera_contig_1249	1	1	13144	6168		
hyb_TLL44_opera_contig_268915_provirus_497670_510812	1	0	13143	0		
hyb_TLL89_opera_contig_3325	1	0	13143	0		
hyb_TLL64_682__full	1	1	13143	10322		
hyb_TLL25_opera_contig_143249	1	0	13142	0		
hyb_TLL80_opera_contig_2397	1	0	13142	0		
hyb_TLL76_896__0_partial	1	1	13142	6054		
hyb_TLL49_opera_contig_2273	1	0	13141	0		
hyb_TLL108_opera_contig_162_provirus_36310_49449	1	0	13140	0		
hyb_TLL23_158309__0_partial_1	1	0	13137	0		
sr_TLL30_k99_256496	1	1	10128	13137		
hyb_TLL55_opera_contig_851	1	0	13134	0		
sr_TLL93_k99_31630_provirus_15616_28749	0	1	0	13134		
hyb_TLL102_opera_contig_2408	1	0	13133	0		
hyb_TLL42_111__full_1	1	0	13132	0		
hyb_TLL36_1507__full	1	0	13129	0		
sr_TLL4_k99_257308	1	1	12508	13128		
hyb_TLL53_opera_contig_201185_provirus_147697_160823	1	0	13127	0		
hyb_TLL89_opera_contig_892_provirus_3_13129	1	0	13127	0		
hyb_TLL78_opera_contig_1749	1	0	13125	0		
hyb_TLL30_1450__full_1	1	0	13125	0		
hyb_TLL66_opera_contig_216016_provirus_27979_41102	1	0	13124	0		
hyb_TLL87_opera_contig_2180	1	0	13124	0		
hyb_TLL3_2266__full	1	0	13124	0		
sr_TLL62_k99_84848	0	1	0	13124		
hyb_TLL26_opera_contig_184136_provirus_143929_157050	1	1	13122	5825		
hyb_TLL51_opera_contig_1281	1	1	13122	5372		
hyb_TLL56_opera_contig_1728	1	0	13122	0		
hyb_TLL15_1428__full_1	1	1	13121	6226		
hyb_TLL9_opera_contig_29384_provirus_1730435_1743552	1	0	13118	0	114	
hyb_TLL23_opera_contig_831	2	0	13118	0		
hyb_TLL25_opera_contig_863	1	0	13118	0		
hyb_TLL36_opera_contig_650	1	1	13118	13118		
hyb_TLL90_opera_contig_918	1	0	13118	0		
hyb_TLL43_4064__full	1	0	13117	0		
hyb_TLL16_opera_contig_779	1	1	13116	5913		
hyb_TLL2_opera_contig_706	1	0	13115	0		
hyb_TLL22_opera_contig_172601_provirus_54582_67696	1	0	13115	0		
hyb_TLL48_4870__full	1	0	13115	0		
hyb_TLL74_opera_contig_1234	1	0	13114	0		
hyb_TLL23_opera_contig_910	1	0	13113	0		
hyb_TLL35_831__full	1	0	13112	0		
hyb_TLL46_1585__full	1	0	13112	0		
sr_TLL54_52961__full	0	1	0	13112		
hyb_TLL38_opera_contig_1201	1	0	13111	0		
sr_TLL97_395807__full	0	1	0	13110		
sr_TLL44_k99_255584	0	1	0	13107		
hyb_TLL71_opera_contig_1901	1	0	13106	0		
hyb_TLL106_779__full	1	0	13105	0		
hyb_TLL13_opera_contig_1866	1	0	13103	0		
hyb_TLL94_2246__full	1	0	13103	0		
hyb_TLL43_opera_contig_2653	1	0	13102	0		
hyb_TLL27_opera_contig_126773_provirus_137540_150640	1	1	13101	6524		
hyb_TLL31_opera_contig_6084	1	0	13100	0		
hyb_TLL39_opera_contig_2187	1	0	13100	0		
hyb_TLL29_1323__full	2	0	13100	0		
hyb_TLL93_opera_contig_840	1	1	13099	9919		
hyb_TLL43_opera_contig_1560	1	0	13098	0		
sr_TLL28_k99_423103	0	1	0	13098		
hyb_TLL40_198081__0_partial_1	1	0	13097	0		
hyb_TLL95_opera_contig_859	1	1	13096	13096		
hyb_TLL98_788__full	1	1	13096	11705		
hyb_TLL71_opera_contig_1016	1	0	13094	0		
sr_TLL8_k99_111724	0	1	0	13091		
hyb_TLL89_opera_contig_2143	1	0	13090	0		
hyb_TLL97_opera_contig_7351	1	0	13090	0		
hyb_TLL44_opera_contig_1756	1	0	13089	0		
hyb_TLL57_opera_contig_920	1	0	13089	0		
hyb_TLL68_opera_contig_144836	1	1	13089	5199		
hyb_TLL71_opera_contig_1258	1	0	13089	0		
hyb_TLL73_opera_contig_683	1	1	13089	13088		
hyb_TLL98_opera_contig_3495	1	0	13088	0		
hyb_TLL100_702__full_1	1	1	13087	6413		
hyb_TLL6_1437__full	1	0	13086	0		
hyb_TLL28_257089__0_partial	1	1	13086	7285		
hyb_TLL89_5066__full	1	0	13086	0		
hyb_TLL15_opera_contig_11_provirus_40573_53656	1	0	13084	0		
hyb_TLL86_opera_contig_118759	1	0	13084	0		
sr_TLL4_59729__full	0	2	0	13083		
hyb_TLL5_opera_contig_1856	1	0	13081	0		
hyb_TLL71_235609__full_1	1	2	13081	7303		
sr_TLL9_k99_58028	0	2	0	13079		
sr_TLL54_k99_109402	0	1	0	13079		
hyb_TLL14_opera_contig_178311	1	0	13078	0		
hyb_TLL102_412592__0_partial_1	1	0	13078	0		
hyb_TLL45_opera_contig_1550	1	1	13077	13077		
hyb_TLL103_65887__0_partial_1	1	0	13073	0		
hyb_TLL7_opera_contig_462	1	1	13072	13072		
hyb_TLL68_opera_contig_497	1	1	13072	10945		
hyb_TLL79_opera_contig_167141_provirus_3_13072	1	0	13070	0		
hyb_TLL76_opera_contig_3149	1	0	13066	0		
hyb_TLL28_1533__full	1	0	13066	0		
hyb_TLL87_96858__full_1	1	0	13066	0		
hyb_TLL1_opera_contig_630	1	1	13065	10665		
hyb_TLL106_opera_contig_848	1	0	13064	0		
hyb_TLL18_300529__0_partial_1	1	0	13063	0	215	
hyb_TLL57_opera_contig_857	1	0	13062	0		
hyb_TLL89_opera_contig_845	1	0	13062	0		
hyb_TLL60_opera_contig_2321	1	0	13061	0		
hyb_TLL73_opera_contig_153443	1	0	13061	0		
hyb_TLL55_1034__full	2	0	13060	0		
hyb_TLL28_opera_contig_1294	1	1	13059	5557		
hyb_TLL39_opera_contig_1890	1	0	13059	0		
hyb_TLL44_opera_contig_837_provirus_14808_27866	1	0	13059	0		
hyb_TLL11_opera_contig_164572	1	0	13058	0		
hyb_TLL29_opera_contig_2755	1	0	13058	0		
hyb_TLL88_opera_contig_1085	1	0	13058	0		
sr_TLL26_8533__0_partial	0	1	0	13058		
hyb_TLL18_129__0_partial_1	1	0	13055	0		
hyb_TLL5_2134__full	1	0	13054	0		
sr_TLL28_343660__full	0	2	0	13053		
hyb_TLL64_opera_contig_939	1	0	13052	0		
hyb_TLL91_opera_contig_555	2	2	13052	13052		
hyb_TLL94_1378__full	1	0	13052	0		
hyb_TLL48_opera_contig_2239	1	0	13051	0		
hyb_TLL34_opera_contig_106176_provirus_237691_250740	4	0	13050	0		
hyb_TLL49_972__full	1	0	13050	0		
hyb_TLL20_opera_contig_1356	1	0	13049	0		
hyb_TLL83_opera_contig_822	1	0	13049	0		
hyb_TLL100_opera_contig_1832	1	0	13047	0		
hyb_TLL87_95643__0_partial	1	0	13047	0		
hyb_TLL24_opera_contig_655	1	0	13044	0		
hyb_TLL44_267532__0_partial_1	1	0	13042	0		
sr_TLL72_k99_75185	0	2	0	13042		
hyb_TLL107_opera_contig_1245	1	0	13040	0		
hyb_TLL18_opera_contig_1604	1	0	13039	0		
hyb_TLL30_opera_contig_1533_provirus_17937_30975	1	1	13039	7347		
hyb_TLL73_opera_contig_678	1	1	13039	9055		
hyb_TLL74_opera_contig_3387	1	0	13039	0		
hyb_TLL89_opera_contig_940	1	1	13039	7041		
hyb_TLL13_opera_contig_1438	1	0	13038	0		
hyb_TLL3_opera_contig_211834	1	0	13037	0		
hyb_TLL85_opera_contig_160_provirus_22899_35935	1	1	13037	8610		
hyb_TLL28_257099__0_partial_1	1	0	13036	0		
sr_TLL92_k99_63232	0	1	0	13036		
sr_TLL74_k99_110044	0	1	0	13034		
hyb_TLL68_opera_contig_636	1	0	13030	0		
sr_TLL28_k99_212326	0	1	0	13030		
hyb_TLL57_opera_contig_1267	1	0	13029	0		
hyb_TLL83_opera_contig_836	1	0	13029	0		
hyb_TLL93_4442__full	2	0	13029	0		
hyb_TLL49_1353__full_1	1	0	13028	0		
hyb_TLL54_opera_contig_3460	1	0	13027	0		
hyb_TLL81_opera_contig_1122	1	1	13027	12106		
hyb_TLL102_opera_contig_3425	1	0	13027	0		
hyb_TLL6_opera_contig_1585	1	0	13026	0		
hyb_TLL66_opera_contig_4695	1	0	13024	0		
hyb_TLL46_117863__0_partial_1	1	0	13024	0		
hyb_TLL11_opera_contig_161920	1	0	13023	0		
hyb_TLL45_opera_contig_298654_provirus_6202_19224	2	0	13023	0		
hyb_TLL59_opera_contig_286_provirus_649_13670	1	0	13022	0		
hyb_TLL88_348090__0_partial	1	0	13022	0		
sr_TLL43_k99_474493	1	2	5272	13022		
hyb_TLL26_opera_contig_901	1	1	13021	13020		
hyb_TLL81_1807__full	1	0	13020	0		
hyb_TLL28_opera_contig_1467	1	0	13017	0		
hyb_TLL20_184387__0_partial	1	0	13017	0		
sr_TLL19_k99_167050	0	1	0	13017		
hyb_TLL28_opera_contig_258082	1	0	13015	0		
hyb_TLL72_opera_contig_4317	1	0	13015	0		
hyb_TLL82_opera_contig_602_provirus_15129_28142	1	0	13014	0		
hyb_TLL50_125903__0_partial_1	3	2	13011	12572		
sr_TLL106_k99_235226_provirus_3_13013	0	1	0	13011		
hyb_TLL68_opera_contig_588	1	0	13010	0		
hyb_TLL74_opera_contig_308_provirus_1_13009	1	0	13009	0		
hyb_TLL14_1173__full	1	0	13009	0		
hyb_TLL43_opera_contig_2111	1	0	13007	0		
hyb_TLL22_174781__0_partial_1	1	0	13007	0		
hyb_TLL60_opera_contig_2204	1	0	13006	0		
hyb_TLL99_opera_contig_1175	1	0	13006	0		
hyb_TLL30_opera_contig_2574	1	0	13005	0		
hyb_TLL72_opera_contig_1933	1	0	13004	0		
hyb_TLL56_opera_contig_992	1	0	13003	0		
hyb_TLL103_opera_contig_65115_provirus_42174_55176	1	0	13003	0		
hyb_TLL38_opera_contig_942	5	5	13001	13001		
hyb_TLL93_opera_contig_174769_provirus_15_13015	1	1	13001	13001		
hyb_TLL43_3809__full	1	0	13000	0		
hyb_TLL108_opera_contig_1635	1	0	12999	0		
sr_TLL60_146145__full	0	1	0	12999		
hyb_TLL67_opera_contig_1589	1	0	12998	0		
hyb_TLL5_opera_contig_2917	1	0	12995	0		
hyb_TLL18_opera_contig_3369	1	0	12995	0		
hyb_TLL57_opera_contig_1152	1	0	12995	0		
hyb_TLL27_300__full_1	1	1	12995	10308		
hyb_TLL92_opera_contig_516	1	0	12993	0		
hyb_TLL4_1381__full	1	0	12992	0		
sr_TLL66_279389__full	0	2	0	12992		132
hyb_TLL66_opera_contig_1260	1	0	12990	0		
hyb_TLL30_opera_contig_2913	1	0	12989	0		
hyb_TLL38_opera_contig_2354	1	0	12989	0		
hyb_TLL81_opera_contig_3479	1	0	12988	0		
hyb_TLL6_10073__full	1	0	12988	0		
hyb_TLL57_opera_contig_2487	1	0	12987	0		
hyb_TLL81_opera_contig_5448	1	0	12987	0		
hyb_TLL20_opera_contig_718	1	1	12984	12984		
hyb_TLL54_opera_contig_893	1	0	12982	0		
hyb_TLL63_opera_contig_603	1	1	12982	12982		
hyb_TLL93_opera_contig_2247	1	0	12981	0		
sr_TLL99_k99_106708	0	1	0	12981		
hyb_TLL67_opera_contig_200879	1	0	12980	0		
sr_TLL1_k99_226102	0	1	0	12980		
hyb_TLL65_opera_contig_2107	1	0	12979	0		
hyb_TLL68_145730__full_1	1	1	12979	11795		
hyb_TLL25_opera_contig_1916	1	0	12978	0		
hyb_TLL57_opera_contig_821	1	1	12978	5463		
hyb_TLL44_opera_contig_1145	1	1	12977	12977		
hyb_TLL20_opera_contig_189603	1	0	12975	0		
hyb_TLL33_opera_contig_2032_provirus_21858_34832	8	1	12975	6718		
hyb_TLL87_opera_contig_3401	1	0	12975	0		
hyb_TLL21_opera_contig_2658	1	0	12974	0		
hyb_TLL94_opera_contig_1921	1	0	12973	0		
hyb_TLL54_1048__full	2	1	12971	7442		
hyb_TLL5_opera_contig_1644	1	0	12968	0		
hyb_TLL10_opera_contig_201_provirus_93_13060	1	0	12968	0		
hyb_TLL30_opera_contig_2207	1	1	12968	5086		
hyb_TLL53_opera_contig_923	1	0	12967	0		
hyb_TLL61_149743__0_partial_1	1	0	12967	0		
hyb_TLL17_opera_contig_729	1	0	12966	0		
hyb_TLL100_opera_contig_1650	1	0	12966	0		
hyb_TLL89_opera_contig_619_provirus_10564_23528	1	0	12965	0		
hyb_TLL31_324722__0_partial	1	0	12963	0		
sr_TLL3_k99_180613	0	1	0	12962		
hyb_TLL19_727__full	1	0	12961	0		
hyb_TLL31_328027__full_1	1	0	12961	0		
hyb_TLL63_opera_contig_140243	1	0	12960	0		
hyb_TLL54_opera_contig_745	1	1	12959	7499		
hyb_TLL104_opera_contig_109044	1	0	12959	0		
hyb_TLL31_opera_contig_2508	1	0	12958	0		
hyb_TLL93_174642__full_1	1	1	12958	6129		
hyb_TLL108_opera_contig_1060	1	0	12957	0		
hyb_TLL99_opera_contig_2659	1	0	12956	0		
hyb_TLL94_5457__full_1	1	0	12956	0		
hyb_TLL30_opera_contig_178_provirus_2_12956	1	0	12955	0		
sr_TLL99_k99_64531	0	1	0	12955		
sr_TLL54_12037__full	0	1	0	12954		
hyb_TLL22_opera_contig_1142	1	0	12953	0		
hyb_TLL74_opera_contig_1274	1	0	12953	0	132	
hyb_TLL13_100__0_partial	1	0	12952	0		
sr_TLL82_k99_79519	1	1	10097	12951		
hyb_TLL53_851__full	1	0	12950	0		
sr_TLL67_k99_64358	0	1	0	12950		
hyb_TLL36_opera_contig_863	1	0	12949	0		
sr_TLL4_k99_136063_provirus_58_13006	0	1	0	12949		
sr_TLL30_k99_565957	0	1	0	12947		
sr_TLL82_k99_68602_provirus_2_12947	0	1	0	12946		
hyb_TLL59_opera_contig_567	1	0	12945	0		
hyb_TLL88_opera_contig_1173	1	0	12945	0		
hyb_TLL23_opera_contig_946	1	0	12944	0		
hyb_TLL37_opera_contig_4821	1	0	12944	0		
hyb_TLL56_opera_contig_942	1	1	12944	5475		
hyb_TLL40_2799__full	1	0	12943	0		
hyb_TLL6_opera_contig_1013	1	1	12942	7593		
hyb_TLL52_opera_contig_1059	1	0	12941	0		
hyb_TLL56_opera_contig_1060	2	1	12941	9903		
hyb_TLL101_opera_contig_1020	1	0	12941	0		
hyb_TLL55_761__full	1	0	12941	0		
hyb_TLL48_opera_contig_1749	1	0	12937	0		
hyb_TLL67_5642__full	1	0	12936	0		
hyb_TLL10_272__0_partial	1	0	12935	0		
hyb_TLL22_opera_contig_1148	1	0	12933	0		
hyb_TLL45_opera_contig_295621_provirus_84174_97106	1	0	12933	0		
hyb_TLL74_opera_contig_9549	1	0	12933	0		
hyb_TLL93_opera_contig_866	1	0	12933	0		
hyb_TLL82_1561__full	1	0	12933	0		
hyb_TLL85_opera_contig_2593	1	0	12932	0		
hyb_TLL74_opera_contig_1109	1	1	12931	12930		
sr_TLL69_k99_287057	0	1	0	12931		
hyb_TLL90_opera_contig_832	1	0	12928	0		
sr_TLL83_k99_139545	0	1	0	12927		
hyb_TLL4_opera_contig_1192	1	1	12925	12925		
sr_TLL73_44984__full	0	1	0	12925		
hyb_TLL20_2010__full	1	0	12924	0		
hyb_TLL27_opera_contig_889	1	0	12921	0		
hyb_TLL44_3699__full	1	0	12921	0		
hyb_TLL70_opera_contig_1268	1	0	12920	0		
hyb_TLL40_opera_contig_1922	1	0	12919	0		
hyb_TLL72_opera_contig_930	1	0	12919	0		
sr_TLL36_24673__full	0	2	0	12919		
hyb_TLL18_opera_contig_1405	1	0	12916	0		
hyb_TLL5_opera_contig_1350	1	1	12915	12914		
hyb_TLL35_opera_contig_703	1	1	12914	12914		
hyb_TLL41_opera_contig_190917_provirus_2_12915	1	0	12914	0		
hyb_TLL73_opera_contig_1134	1	0	12913	0		
hyb_TLL11_163804__full_1	1	0	12913	0		
hyb_TLL5_opera_contig_4157	1	0	12911	0		
hyb_TLL27_opera_contig_125386_provirus_48_12957	1	0	12910	0		
hyb_TLL5_opera_contig_308638	1	0	12909	0		
